#{"t_start": 1763452123.0895467, "env_id": "PulleyEnv-v0"}
r,l,t
-177621.801235,250,2.500797
-281745.893401,143,3.225672
-65784.124075,121,3.84697
-113876.608285,85,4.283684
-15699.791858,71,4.648051
-93107.588276,107,5.19032
-128314.69439,148,5.949795
-19794.08439,37,6.148818
-228594.234659,27,6.289818
-33422.852126,151,8.958333
-220013.644842,152,11.854032
-164960.647336,71,13.068222
-95584.592248,95,14.839568
-30634.406029,71,16.294391
-453038.730841,250,22.008627
-10716.558991,65,23.53307
-939278.470605,211,28.546797
-563424.748333,220,33.799874
-287213.674637,250,39.713133
-63015.404829,114,42.501677
-105853.432907,127,45.511837
-321742.180857,250,51.536056
-221493.927002,250,57.585404
-817928.301626,250,63.507237
-197168.760821,250,69.482277
-76327.850001,250,75.334354
-204973.21529,250,81.38025
-23678.671395,250,87.467563
-49455.033821,250,93.686173
-58658.720542,250,99.874338
-7503.982044,250,105.93498
-45300.604097,250,112.001574
-18715.533224,250,118.150039
-25906.324943,250,124.307827
-13442.208441,250,130.415921
-57653.751606,250,136.489687
-97153.27618,250,142.8155
-18714.990747,250,148.782713
-42792.736961,250,154.86433
-32811.851939,250,160.917317
-6791.604018,250,166.872921
-4975.427239,117,169.74556
-57789.640227,250,175.679232
-8997.976661,250,181.649027
-9912.268574,250,187.863021
-105827.888889,250,193.967513
-60273.613126,250,200.101863
-20956.111423,250,206.095452
-11089.707784,250,212.43794
-14505.111642,250,218.408015
-4712.142309,250,224.20787
-8154.402615,250,230.099564
-15250.584174,250,235.965297
-3899.652671,250,241.770579
-3491.825394,250,247.776793
-1996.011135,250,253.766965
-3522.92241,250,260.544403
-2035.087745,250,265.872518
-87107.309153,250,270.611952
-836.699064,250,275.385516
-30963.666368,250,280.043035
-763.046696,250,284.65966
-20870.103821,250,289.019966
-11895.844825,250,293.286237
-1877.695354,250,297.729403
-4455.000234,250,302.320421
-4662.856396,250,306.927061
-5810.94584,250,311.340707
-5877.962232,250,315.606744
-46018.344341,250,320.011981
-2798.756951,250,324.445026
-1798.734232,250,328.886932
-1065.757718,250,333.472679
-2273.370775,250,338.073218
-5147.347023,250,342.942831
-909.959332,250,347.695413
-20294.870842,250,352.399301
-23829.246342,250,356.806886
-4652.842918,250,361.435689
-1939.271862,250,366.401552
-17034.17103,250,371.234808
-8394.577841,250,376.09638
-44860.703475,250,380.862066
-3186.988692,250,385.349492
-3863.370845,250,389.688601
-23700.526858,250,394.210882
-937.768731,250,398.606718
-4457.17631,250,402.963344
-12851.798925,250,407.450787
-3037.257858,250,412.055387
-20359.798332,250,416.41065
-15269.512258,250,420.801322
-5296.094765,221,424.830444
-7566.192106,250,429.43584
-6684.68473,250,433.884218
853.216334,203,437.462652
-7878.996228,250,442.176656
1623.204497,218,446.348234
-10462.580068,250,451.121789
-12763.376349,52,452.107237
-5275.128103,250,456.91595
-18424.461457,250,461.696652
-8273.009874,250,466.460583
-2146.221348,111,468.566535
1860.258927,164,471.697545
-2729.566077,250,476.460402
-7774.287687,250,481.220119
-2742.807037,250,486.027198
-37821.207905,250,490.856004
-13922.68203,250,495.629941
-2713.507403,250,500.441184
-505.75495,250,505.034312
-13760.963528,250,509.586414
-3009.833482,250,514.258922
-948.057023,250,519.108291
-159.568612,236,523.55575
-24034.944925,250,528.336381
-6292.074901,250,533.215281
-3620.770703,250,537.951249
-51107.128018,145,540.769009
-19024.469521,50,541.706574
-41603.047162,250,546.429115
-5362.908302,250,551.234052
-13215.460457,250,555.915693
-28955.154903,250,560.49421
-5181.443744,250,564.883142
-12721.771484,250,569.261331
-30273.306221,250,573.582115
-413.857151,250,578.064064
-73847.437168,250,582.501051
-18894.25631,250,586.821992
-6622.358889,250,591.233659
-346.552838,213,595.040788
-3551.054556,159,597.789951
-2122.702016,138,600.196174
-98508.780182,250,604.645989
-14833.831846,250,609.098033
-49052.390534,250,613.450678
-37786.799125,250,617.8539
-1155.338627,250,622.256172
-10015.169775,64,623.423961
-30899.069602,250,627.949924
-19213.538611,231,632.078955
-69640.519578,250,636.543134
-5700.692421,136,638.993016
-2317.788388,250,643.40089
-1557.019219,129,645.602494
-4202.342905,250,650.128781
-1829.348121,250,654.601351
-2861.269698,250,659.119708
-87921.520446,250,663.641125
-3311.682943,250,668.177823
-22775.399407,250,672.517364
-3224.431489,250,676.890249
-608.399136,250,681.537456
-19176.962484,250,686.337871
-5816.327183,250,690.998129
-6183.883858,250,695.845727
-52211.123881,250,700.575682
-8255.71394,250,705.322754
-39462.985641,250,710.111971
-5258.81331,250,714.871053
-44967.412552,250,719.632007
-5159.119769,250,724.370159
-9273.777335,250,729.179897
-18144.839779,250,733.948098
-4786.790569,250,738.722124
-478.98538,129,741.163688
-64852.559833,250,746.003757
-32456.597507,250,750.810441
-3225.111895,250,755.552522
-3832.285138,250,760.408773
611.064701,91,762.1548
-37288.675962,250,766.915555
1324.530405,177,770.353722
-12354.544829,250,775.177189
-11696.37978,213,779.24308
-3925.730469,250,784.031692
-32999.917557,84,785.634476
-70019.66708,250,790.451907
-805.918972,250,795.242615
-6343.970071,250,799.953259
-4662.273593,250,804.420331
410.849301,109,806.374552
-3969.856575,250,810.862675
-98645.964079,250,815.361845
-43093.903231,250,819.914108
-9699.405784,250,824.424991
-4755.142695,250,828.76483
-19561.258211,250,833.162515
-4030.944622,250,837.542436
-56827.786871,250,842.088132
-14066.377537,250,846.628167
797.100883,87,848.242375
-9547.341517,250,852.646153
-1328.88374,250,857.100821
-1666.739071,250,861.513121
-29734.232508,250,865.952929
-22481.169267,47,866.815155
-1154.502238,250,871.238973
-72641.158563,250,875.698518
-38183.133733,250,880.33025
-3307.996636,250,884.914267
-4225.165287,250,889.358907
-9032.773649,250,893.814304
-92727.448615,250,898.322428
-6958.57136,250,902.716954
-3710.256497,250,907.141444
-4029.874904,250,911.502158
-13133.02295,250,915.966047
-2956.936564,250,920.465729
1697.696986,70,921.797311
-2840.080111,250,926.608233
-910.823035,250,931.353238
-2515.007018,250,936.09621
854.349845,120,938.400935
-2720.679485,250,943.232303
-35779.300817,250,948.030309
-12032.518418,250,952.807709
-69469.098176,250,957.622904
-65814.516443,63,958.815093
-1468.70777,250,963.601994
-36233.005733,250,1112.148346
-10622.547187,250,1116.792826
-59515.256316,250,1121.613642
-4215.636917,105,1123.655278
-6128.737919,250,1128.441852
-36803.058712,250,1133.282357
-16184.58205,250,1138.013011
-8682.257519,250,1142.885947
