#{"t_start": 1763452123.0919905, "env_id": "PulleyEnv-v0"}
r,l,t
-1045387.657795,250,2.501175
-11624.775828,47,2.740544
-371018.520105,89,3.18613
-223043.46065,143,3.923623
-52281.434112,70,4.283453
-213811.30303,250,5.557433
-158758.109756,250,8.231667
-96431.748929,65,9.40997
-80280.084963,196,13.010719
-15212.519624,13,13.235129
-143309.16039,34,13.854539
-77369.577589,82,15.489359
-14700.682329,51,16.513444
-157368.985993,235,21.916537
-335911.632124,114,24.579693
-196303.738689,58,25.981426
-202826.732643,250,31.906748
-68765.123531,75,33.74328
-388946.120291,55,35.008797
-52518.845395,30,35.710126
-124412.409789,66,37.302794
-77331.567684,37,38.161734
-116257.964761,122,41.094082
-227999.540037,250,47.087324
-535076.292229,244,53.005909
-190094.202235,69,54.690318
-122775.043925,250,60.628467
-193540.704511,250,66.607515
-122033.567251,250,72.467773
-86944.972797,250,78.419476
-35303.560272,250,84.51007
-240169.992414,250,90.704123
-13349.603824,250,96.88093
-67447.370463,250,103.047831
-39616.204336,250,109.040019
-22812.366852,250,115.212341
-51605.474534,250,121.284534
-24309.789743,250,127.503082
-12705.095449,250,133.59386
-14192.397056,250,139.76469
-46135.53832,250,145.900196
-21118.170232,250,151.911731
-3873.275902,250,157.95259
-14508.121369,250,164.003238
-28392.565126,250,170.022041
-26184.44224,250,175.97177
-12393.98945,250,181.940419
-2834.300371,250,188.164143
-3574.598071,250,194.28645
-2948.789502,250,200.390136
-39161.69638,250,206.500736
-47561.803461,250,212.698228
-10739.537713,250,218.676248
-10318.144291,250,224.511111
-11845.751549,250,230.391654
-32444.461734,250,236.234303
-5443.858173,250,242.058265
-88296.226349,250,248.044691
-2589.795637,250,254.059862
-726.922667,250,260.807953
-117009.801802,250,266.110691
-2198.600885,250,270.837194
-12150.108303,250,275.61691
-1953.271703,250,280.272545
-69025.422383,250,284.857966
-6966.021719,250,289.222403
-19200.716369,250,293.486912
-398.732434,250,297.961999
-2370.195631,250,302.530795
-10228.122365,250,307.149318
-16522.792287,250,311.542405
-15732.245842,250,315.82809
-31718.036102,250,320.226309
-8482.016195,250,324.653992
-66183.646701,250,329.123471
