#{"t_start": 1763452123.093753, "env_id": "PulleyEnv-v0"}
r,l,t
-110397.446107,250,2.499413
-194674.157382,168,3.353799
-121258.366601,182,4.287812
-479663.005626,250,5.56209
-24210.03305,38,5.757994
-369173.262837,146,7.097718
-158892.905498,126,9.338686
-144907.505184,66,10.619957
-543071.93694,176,13.752596
-75108.713256,36,14.446444
-64722.234463,99,16.435693
-156837.168823,250,22.188313
-298957.459956,250,28.08738
-302747.548281,90,30.250627
-72342.947003,151,33.866599
-145083.716737,32,34.618049
-90243.015899,122,37.520212
-173477.991599,250,43.555596
-712046.491309,153,47.154499
-156064.312907,250,53.238961
-306550.943194,250,59.216934
-30808.640254,86,61.232296
-311945.846554,250,67.191376
-134484.70872,250,73.094022
-186563.841314,250,79.077079
-56186.581851,250,85.111989
-58114.751086,250,91.333574
-95809.286111,250,97.527546
-46016.727329,250,103.685798
-13852.886102,250,109.659161
-151251.478975,250,115.836876
-20680.232638,250,121.961609
-28348.64511,250,128.133627
-15224.766493,250,134.226666
-79002.500167,250,140.421907
-35452.246599,250,146.527859
-40785.479909,250,152.508258
-28636.938205,250,158.586188
-5326.205525,250,164.594843
-8387.997374,250,170.624633
-36832.769966,250,176.559085
-8157.342874,250,182.565315
-1163.455689,250,188.776306
-5335.180985,250,194.922274
-27646.042391,250,201.032907
-70360.366378,250,207.353528
-1574.203766,250,213.337625
-25704.631674,250,219.238817
-49144.448866,250,225.120147
-31701.275771,250,230.988856
-90359.639753,250,236.833324
-16351.051881,250,242.694023
-12967.642028,250,248.642334
-4677.504717,250,254.608495
-9873.119518,250,261.393469
-1119.708349,250,266.596909
-1935.080486,250,271.331277
-20066.702397,250,276.131135
-427.799279,250,280.751911
-41021.136533,250,285.326539
-2490.19046,250,289.664141
-504.424549,250,293.928107
-42041.251156,250,298.429254
-34598.166431,250,303.00549
-10629.349263,250,307.630935
-12137.175427,250,311.978883
-31052.571128,250,316.282496
-62308.046384,250,320.671797
-21018.16755,250,325.110645
-16737.545965,250,329.574966
-5425.595015,250,334.143177
-3259.121741,250,338.773546
-3826.923046,250,343.721718
-837.289609,250,348.442404
-45062.856808,250,353.042321
-21418.859883,250,357.458023
-44169.201703,250,362.195617
-26556.135049,250,367.139816
-69651.266456,250,371.944739
-16740.474874,250,376.840134
-1463.075036,250,381.548004
-4686.432828,250,385.997026
-33469.060001,250,390.360731
-38616.900243,57,391.418461
-94355.353603,250,395.856243
-4731.7257,250,400.283071
-6853.158488,250,404.608295
-5552.194091,250,409.199397
-22692.123078,250,413.755755
-2005.085541,250,418.05622
-7584.360308,250,422.545189
-27549.63928,250,427.100356
-8570.263143,250,431.659098
-12775.887459,250,436.069764
-236.226632,213,439.94804
-24102.115506,139,442.61219
-18122.64493,250,447.397052
-5106.231429,250,452.166717
-1427.332673,250,456.977324
-1813.018276,250,461.748739
-19881.903782,179,465.163109
-46778.180422,250,469.91483
-4564.18156,250,474.692938
-2373.828688,250,479.412138
-674.014896,250,484.241356
-7174.463794,47,485.141441
-27545.817479,250,489.961958
-6077.509886,82,491.543324
-22288.258544,250,496.323853
-27749.892129,250,501.101512
1855.229959,126,503.391371
-7888.651743,250,507.955579
-22887.120057,250,512.577826
-668.772546,250,517.3581
-35555.86473,250,522.19577
-23258.461588,250,526.906296
-51991.497482,197,530.723751
-39431.345204,250,535.548044
-47536.987624,250,540.341488
-4006.047465,90,542.039477
220.722288,53,543.03809
-1038.554514,250,547.79004
-19218.565379,250,552.51798
-5733.064389,250,557.266184
-6506.298843,250,561.75263
-2625.651827,115,563.75326
-2700.846824,250,568.138487
-58651.479639,105,569.996137
1359.246356,211,573.616338
-11973.23847,250,578.100521
-79708.776258,250,582.544847
-9211.582311,250,586.858524
-79718.538592,250,591.274218
-12452.984158,250,595.706177
-33777.31434,250,600.054689
-1266.781334,250,604.499046
-20425.260867,250,608.942138
-7704.715052,250,613.313898
-21516.487191,76,614.631982
-1561.096387,250,619.092411
-85643.818302,250,623.503455
-734.64209,250,628.020276
-2328.611477,250,632.48686
-3193.202844,250,636.953769
-1842.102108,250,641.41664
-1203.593498,250,645.748551
-8122.083868,250,650.261471
-4298.217744,250,654.750512
-66577.972672,250,659.246836
-15322.369322,250,663.779322
-1311.579239,250,668.331808
-14050.399842,250,672.659173
-24285.630531,250,677.040665
-2673.5562,250,681.688632
-78956.496116,250,686.475803
-6118.781891,250,691.143457
-110858.290909,250,695.989519
-4017.974419,250,700.730675
-1912.166396,250,705.466588
-880.640946,250,710.262547
-4867.217372,250,715.023643
-7393.037699,250,719.791305
-5551.367886,159,722.787441
-9702.732455,250,727.557702
-11546.026578,250,732.388812
-6938.133988,250,737.172847
-19782.027873,250,741.905365
-6514.876935,250,746.724173
-11681.69322,250,751.544998
-985.278749,250,756.298781
-6247.675542,250,761.130534
-52501.340397,250,765.881901
751.688353,101,767.838347
-43259.390484,250,772.685296
-4617.789163,250,777.491712
-5550.22635,250,782.275576
-3593.995002,250,787.029564
-40099.339766,164,790.221524
-4869.950579,250,795.032386
-7727.449649,159,798.041215
-7785.842539,106,799.998465
