#{"t_start": 1763452123.0905418, "env_id": "PulleyEnv-v0"}
r,l,t
-282685.607899,138,1.925035
-339518.449815,250,3.197804
-106291.819971,250,4.483982
-416803.368886,250,5.758893
-68592.642225,89,6.229177
-34316.433446,160,8.906792
-20443.145136,23,9.339897
-119347.847314,89,11.11309
-98647.013959,96,12.747165
-158901.262641,80,14.192613
-78774.946879,85,15.883825
-23018.680487,34,16.584345
-6807.589419,63,17.990067
-528785.686747,200,22.645997
-168962.910638,144,26.062983
-448900.138874,202,30.86254
-321734.783138,173,34.988544
-153801.320863,117,37.776191
-35777.611827,68,39.391658
-19796.489096,17,39.792032
-181929.381068,20,40.298138
-67306.4673,159,44.135946
-182209.044279,121,47.005961
-239160.209451,241,52.828022
-580304.195309,102,55.318861
-412908.451797,165,59.24386
-72047.563785,250,65.170476
-72986.253968,250,71.101739
-28968.750041,250,76.95436
-59634.256859,250,83.078028
-10099.460153,250,89.272982
-145141.12834,250,95.390617
-11529.767367,250,101.584715
-16244.029754,250,107.645443
-30708.214524,250,113.79898
-22945.14304,250,119.832602
-69540.950045,250,126.053657
-54774.777175,250,132.152905
-25474.197821,250,138.250588
-17815.02376,250,144.490265
-105241.569756,250,150.520916
-5247.144389,250,156.533548
-10603.617263,250,162.60207
-54111.357629,250,168.534831
-10677.328709,250,174.567661
-12931.10925,250,180.567438
-19534.084223,250,186.707311
-10923.100179,250,192.819453
-11896.665288,250,198.977983
-2051.032421,250,204.967741
-5321.657097,250,211.365196
-29475.159754,250,217.25875
-8121.065468,250,223.152189
-6635.758806,250,229.018024
-3431.759934,250,234.912892
-4150.889246,250,240.710311
-2836.041369,250,246.673586
-4894.404006,250,252.679049
-74066.890303,250,259.070479
-13796.131316,230,264.575656
-59600.745115,250,269.335396
-81503.737347,250,274.103079
-18149.630191,250,278.853286
-12670.719719,250,283.411356
-19070.449653,250,287.829811
-24031.900635,250,292.157785
-5914.762575,250,296.521895
-6434.835072,196,300.116951
-71784.211392,250,304.660478
-1854.31218,250,309.278704
-8058.471492,250,313.519533
-25961.32621,250,317.847889
-42390.594444,250,322.291526
-7136.204874,250,326.709735
-1360.27781,250,331.196175
1694.33229,135,333.710677
-1019.447094,250,338.326972
-19666.393683,250,343.224687
-7014.495245,250,347.962279
-963.569545,250,352.631184
-29427.536942,250,357.042568
-32652.81948,250,361.71948
-35571.286187,250,366.669244
-6382.327523,250,371.497421
-9736.902713,250,376.396412
-21637.129407,250,381.133478
-3735.271082,250,385.597282
-34364.129396,250,389.940441
-13940.044247,250,394.451225
-18997.593368,250,398.833391
-22303.315656,250,403.194467
-2250.674989,250,407.705254
-3587.332556,250,412.297312
-7269.021723,250,416.6441
-86542.457435,250,421.07521
-8540.410789,250,425.62922
-1460.928468,250,430.23637
1257.305009,238,434.419525
-3649.3877,250,438.870946
-6003.164393,233,443.352141
1172.905727,244,448.014997
-10416.813404,250,452.776868
1246.861798,64,454.026015
-30061.617043,250,458.828561
-36045.673309,250,463.58592
-751.726856,250,468.331411
-6326.444938,250,473.108729
-12934.402389,94,474.917372
-43395.421126,250,479.629587
-2133.871816,250,484.463837
-29085.743174,250,489.290894
-873.397975,250,494.048082
-8889.830189,250,498.864998
740.92565,73,500.250415
-12124.000144,250,504.864384
-66906.069594,250,509.407468
-37574.03374,64,510.57466
-39977.560232,250,515.301537
-81296.960586,250,520.142302
-4187.792538,250,524.885609
-25966.886823,250,529.670918
-27278.502766,250,534.527954
-911.460015,250,539.29707
-19735.795247,250,544.071324
-80762.1863,250,548.809571
-4057.369782,250,553.525511
-2095.766068,250,558.295373
-952.724778,250,562.660354
1831.804548,67,563.835615
-20649.457961,57,564.84345
-10298.642395,250,569.229477
471.045901,54,570.193863
-2525.827054,250,574.473664
-11496.707788,250,579.005835
-5615.215648,250,583.419671
-2263.985372,250,587.743943
-37795.959485,250,592.127897
-4006.532559,250,596.590092
-15778.355691,250,600.932632
-3198.956069,250,605.367062
-3430.430587,250,609.855232
-30236.60843,250,614.190266
-1693.896642,250,618.613304
-3517.688812,250,623.028842
-637.271354,250,627.566409
-4674.713831,250,632.014424
-12263.604926,250,636.4873
-480.705509,222,640.447534
-2659.255523,250,644.811743
-2581.325822,156,647.577968
-4252.573851,250,652.124626
-536.110431,250,656.627502
-13052.000073,250,661.077851
-23023.221772,250,665.64347
-59469.46923,250,670.124814
-636.447278,250,674.426858
-20540.79397,250,678.878983
-13604.433779,250,683.653596
-48059.292233,250,688.366426
-12226.238879,250,693.121854
-6908.023508,250,697.915675
-6871.73934,250,702.646962
-15812.893583,250,707.415475
-4679.539027,250,712.216723
-4127.92024,250,716.941469
-11054.352317,250,721.708451
-7155.643842,163,724.800235
-6094.507114,213,728.910397
-15091.130509,250,733.683148
-11789.365706,250,738.454769
-538.829392,250,743.245105
-9852.899931,250,748.051025
-1239.090111,240,752.64987
-20336.173454,250,757.455047
-92068.974851,250,762.266118
-10916.904554,250,767.038749
1971.078284,28,767.583914
-5707.377298,250,772.411258
963.67662,154,775.379621
-16152.172862,250,780.133107
-3660.511632,250,784.959233
-9447.198721,250,789.758768
-396.972419,39,790.522759
-19680.397385,250,795.299947
-1052.049748,195,798.984682
-40093.070892,250,803.494939
-7234.611647,250,807.972513
-2399.303048,250,812.44799
-27526.249392,250,816.901914
-4181.898005,250,821.581265
-13776.957332,250,825.947032
-20932.893592,250,830.321983
43.023189,79,831.702509
-2369.327492,250,836.086748
-51937.083052,250,840.595657
-7130.010493,250,845.140801
-45668.741233,250,849.684693
-43057.554491,142,852.13846
-5774.897211,250,856.579659
-41552.356295,250,861.037986
-7875.647013,250,865.460163
-54896.227058,250,869.952464
-23424.722162,250,874.346177
-1180.210243,250,878.972066
-2575.945544,250,883.581575
-7773.583024,250,888.06006
-58591.162604,250,892.517944
-1090.14601,250,897.005747
-3151.206977,69,898.24218
-5534.903508,250,902.623473
-4796.170744,91,904.26434
-4719.946688,250,908.672626
-22057.563981,250,913.065703
