#{"t_start": 1763452123.0957556, "env_id": "PulleyEnv-v0"}
r,l,t
-47061.711225,186,2.163839
-469793.848044,197,3.168975
-268782.188513,250,4.45528
-726417.084997,220,5.575538
-192104.667264,110,6.151985
-289106.937145,57,6.853986
-465239.533898,107,8.721331
-175498.92547,57,9.797595
-95996.699418,116,11.989153
-5611.183298,25,12.412673
-428100.598829,52,13.301038
-90155.241228,56,14.342816
-332319.213875,250,19.793772
-85661.409096,84,21.731942
-159208.688662,222,26.987681
-580456.865677,157,30.703573
-61655.88791,123,33.662426
-102065.586993,120,36.444506
-166713.448012,250,42.498702
-127622.017598,250,48.43213
-16441.405338,98,50.838581
-73128.904956,114,53.627347
-142187.845963,250,59.634466
-346645.158707,191,64.111792
-192826.27031,250,70.071322
-113668.946702,250,75.916069
-93095.333089,250,82.006775
-94010.266641,250,88.150003
-43979.150287,250,94.334384
-16021.419786,250,100.476335
-18159.399377,250,106.571407
-6978.790185,250,112.654536
-71313.002506,250,118.767811
-17063.735644,250,124.935982
-30359.582634,250,131.063596
-13312.338237,250,137.124987
-33215.646498,250,143.42784
-8559.341973,250,149.430138
-17797.497826,250,155.480895
-5493.168325,250,161.551305
-7542.956802,250,167.490732
-2618.883043,250,173.536218
-7142.021042,250,179.504525
-6279.30391,250,185.57455
-5242.052837,250,191.765292
-10395.925308,250,197.882008
-69624.778661,250,203.884682
-39834.368893,250,210.360729
-11570.261462,250,216.177474
-6928.916127,250,222.044191
-4731.388466,250,227.977091
-2502.439943,250,233.886837
-3841.966992,250,239.690958
-15238.110576,250,245.636535
-5264.882506,250,251.604995
-1719.468165,250,257.798189
-17057.479282,250,264.034025
-6586.741049,250,268.868214
-1308.931327,250,273.63176
-21305.703789,250,278.392094
-47050.746838,250,282.971931
-4706.440495,250,287.42466
-5546.015349,250,291.708542
-13447.434772,250,296.105242
-22221.711364,250,300.670217
-1422.948176,250,305.219841
-55508.946371,250,309.77613
-8139.107444,250,314.014425
-1239.732965,250,318.377851
-1045.098337,250,322.816668
-55992.694747,250,327.236811
-22869.753183,250,331.716654
-1602.24686,250,336.35781
-32872.303747,250,341.10569
-1940.388512,227,345.609023
-36049.300158,250,350.281459
-65242.850561,250,354.815082
-18899.148334,250,359.210339
-578.598415,250,364.174588
-57565.536354,250,369.092518
-12156.90567,250,373.826655
-6575.095128,250,378.799497
-3764.187746,250,383.328075
-15309.556533,250,387.668837
-9573.332916,250,392.129709
-23598.645267,250,396.553521
-11900.57797,250,400.971002
-6074.922098,250,405.384768
-44101.318068,250,409.91926
-47294.006163,250,414.463898
-74035.463752,250,418.80968
-9221.264811,250,423.302387
-19433.019815,250,427.849202
-11959.457995,250,432.391699
-59235.609832,250,436.75883
-25419.542899,171,439.926479
-18088.113838,250,444.725312
1842.528378,33,445.351925
-54764.100522,250,450.122689
-17417.627456,250,454.926116
-68424.2424,250,459.70174
560.032114,67,460.985035
-8960.998888,250,465.756503
-6985.33065,250,470.516827
-8279.563392,250,475.288457
-6360.784852,250,480.014116
-39337.863118,250,484.834632
-27637.147955,250,489.651273
-45077.683562,250,494.442113
-5829.264847,250,499.23351
-12425.420241,250,503.865525
-1518.561532,250,508.432764
-6385.851654,163,511.440148
-1756.478787,250,516.173494
-6095.374344,250,521.020753
-2358.869282,250,525.75522
-6093.062961,250,530.559905
1987.680532,86,532.262241
-2131.025005,250,537.033221
-12872.02966,250,541.817369
-42799.349158,250,546.533861
-7510.538582,250,551.333117
-3771.259784,250,556.025397
