#{"t_start": 1763452123.0919905, "env_id": "PulleyEnv-v0"}
r,l,t
-76912.189468,250,2.500339
-206842.891091,250,3.769079
-381537.719537,250,5.051077
-85368.018415,65,5.384051
-248821.017433,102,5.90557
-222940.225963,250,9.466056
-293299.113868,118,11.738389
-14366.037536,52,12.613152
-150327.484586,100,14.422818
-195069.872534,250,19.877734
-12765.003405,31,20.573269
-924836.363751,250,26.488449
-250719.23005,135,29.683752
-164723.884703,69,31.298464
-40329.662457,31,32.057794
-82731.429119,55,33.37062
-186349.084784,82,35.31534
-14659.205938,85,37.344439
-255347.226533,250,43.362806
-186951.273985,200,48.110424
-172560.131493,250,54.20765
-170705.194769,77,56.07605
-111698.570569,151,59.688041
-534826.741067,250,65.596352
-424431.258968,250,71.503456
-79021.65314,250,77.381368
-281634.443731,250,83.520032
-36825.339541,250,89.69276
-34919.563473,250,95.852225
-40355.654491,250,102.01765
-58453.044913,250,108.043025
-71157.781702,250,114.191978
-3314.289697,250,120.213044
-32304.542986,250,126.484432
-21414.522856,250,132.563331
-8998.031177,250,138.682809
-14003.409912,250,144.914576
-18505.195082,250,150.93276
-11803.64995,250,156.955762
-4563.451829,250,163.011828
-19942.467715,250,169.001113
-19162.522753,250,174.982851
-4386.361178,250,180.966476
-7408.323743,250,187.133466
-2787.892595,250,193.217055
-3737.173339,250,199.35601
-3437.458577,250,205.344236
-2689.404199,250,211.757056
-8895.396234,250,217.708205
-105929.874139,250,223.540537
-4027.192841,250,229.38059
-2536.70441,250,235.299326
-1096.00191,250,241.098365
-1176.210703,250,247.085529
-7822.487217,250,253.079498
-4818.484018,250,259.578966
-1727.740102,250,265.293153
-1149.606338,250,270.022194
-2189.843808,250,274.796713
-21812.945381,250,279.524372
-107554.629137,250,284.115965
-10156.652689,250,288.450361
-1220.964178,250,292.777318
-8202.854535,211,296.487644
-2723.36637,250,301.07937
-26702.904348,250,305.648906
-3846.473238,250,310.15841
-9055.657746,250,314.394864
-1243.212557,84,315.886153
-1202.759155,250,320.276465
-508.865536,175,323.360873
-2220.11594,250,327.799791
-56894.726484,250,332.286091
-16881.114686,250,336.936824
-1934.285571,250,341.725369
-98781.641875,250,346.596713
-3219.095621,250,351.32118
-10784.414407,250,355.760439
708.457661,120,357.829823
-14941.510514,250,362.642317
-4793.741777,250,367.595501
-51137.532102,250,372.377414
-41216.275019,250,377.335887
-7059.352583,250,381.968081
-39486.731415,250,386.374186
-5777.22251,250,390.748972
-6603.927606,250,395.266487
-7809.519761,250,399.636335
-50984.198854,250,403.985166
-2125.360099,250,408.54374
-64862.887246,250,413.15761
-26076.228412,121,415.235507
-5855.36231,250,419.578961
-3441.852798,250,424.087446
-11281.785306,250,428.712763
-11477.891699,250,433.198302
-22368.260964,250,437.574656
-12148.73363,250,442.307975
-22559.42738,250,447.091172
-5316.9698,250,451.852244
-1994.693378,250,456.661095
-3972.325293,250,461.43713
-78207.553348,250,466.2076
-65993.484768,250,470.977409
-20799.996639,246,475.661619
-1136.051087,250,480.404913
-55274.524736,250,485.224102
-2057.013852,250,490.047734
-25610.383374,250,494.836333
-3385.21264,250,499.60701
-1255.580786,250,504.244871
-28407.267246,250,508.796485
-3290.972223,250,513.470903
-54602.147455,250,518.287237
-2557.663286,250,523.034556
-34803.8245,104,525.014996
-3068.488152,250,529.807096
1487.886302,126,532.283668
-1640.193744,250,537.054487
-30989.205679,250,541.836123
-9482.797708,250,546.568314
-51966.731284,250,551.357408
1693.912346,101,553.216961
1970.132765,32,553.82844
-38413.88054,250,558.588945
-4741.975134,250,562.935619
-17974.750053,49,563.800853
-3158.042775,250,568.192726
-15263.515108,72,569.471942
-10723.608928,250,573.769963
-11797.140549,250,578.271971
-6022.368657,250,582.717847
-28508.749548,250,587.01356
-4648.227097,250,591.429883
-20377.688708,193,594.877924
-80009.865077,250,599.209624
-35709.322128,250,603.672799
-18335.870073,250,608.111935
-238.193847,250,612.513157
-2129.815153,250,616.890201
-64396.91526,250,621.264452
-27568.770287,250,625.734936
1897.839192,72,627.066577
-51031.802041,250,631.550725
-2913.196849,250,636.012513
-9661.945448,250,640.486778
-8110.925447,250,644.839052
-46405.575669,250,649.330636
-1284.603091,250,653.84678
-8838.541364,250,658.355175
-929.624519,250,662.834454
-1615.152604,250,667.350638
