#{"t_start": 1768367644.572946, "env_id": "PulleyEnv2D-v0"}
r,l,t
-1735683.862169,250,4.900894
-1281031.001734,250,8.362119
-42588.181788,250,11.994421
-2321892.800164,250,15.544932
-526450.128318,60,18.154141
-54275.751342,24,18.897815
-398786.186962,250,27.136396
-66215.015962,73,30.138738
-579534.680463,250,38.806903
-363180.992028,41,40.276713
-236113.231522,250,48.208261
-409227.25313,250,55.792222
-243150.936359,108,59.089715
-428913.030796,250,66.907932
-974702.41077,250,74.629137
-1406425.829303,250,82.154774
-143261.256887,31,83.100753
-1427574.294023,250,90.717576
-359311.858695,83,93.201783
-432757.101029,250,100.964583
-688991.565723,250,108.554285
-1344922.28551,250,116.070832
-57275.854932,86,118.59007
-1152444.11713,250,126.218196
-177216.981781,250,133.965087
-706716.483213,250,141.484492
-119206.075081,250,148.953191
-674705.890916,250,156.616244
-514111.783391,250,164.046056
-324445.685295,63,165.923841
-1531020.681117,250,173.390862
-248552.051263,250,180.829608
-254446.889383,67,182.796492
-152418.125302,250,190.213511
-646454.608584,250,197.674365
-1185338.75156,250,205.14284
-360791.014455,39,206.34217
-936604.648376,250,213.809651
-369806.045239,60,215.76426
-2146421.10676,250,222.90602
-188104.677206,250,230.161914
-602788.735291,250,237.498185
-1158472.766781,250,244.825871
-1907228.226953,250,252.016781
-485865.966499,250,259.118337
-270430.63393,66,261.013084
-217613.461695,86,263.524097
-692290.773241,250,270.919102
-223684.900107,250,278.188007
-132549.366604,250,285.459158
-450156.029182,41,286.633875
-756197.50802,250,293.81253
-301697.081107,250,301.146313
-921153.825391,250,308.483374
-973407.114427,250,315.834742
-103583.422824,58,317.656684
-147793.678731,77,319.977487
-2178067.174245,244,328.326921
-339043.414098,213,335.321324
-927395.940214,250,343.285182
-535405.646144,250,351.116636
-46720.493394,47,352.576897
-239607.30694,250,360.684407
-543648.993643,250,369.180877
-643704.101104,250,377.476156
-1889528.038175,250,385.548506
-150579.797571,250,393.23189
-1484545.171967,250,400.539164
-146376.598507,250,407.984468
-1292815.453085,250,415.183868
-1237138.994137,250,423.018779
-501464.941467,250,431.346069
-254213.373502,250,439.365166
-294443.038784,70,441.64909
-3179589.909355,250,449.524911
-188764.584497,250,457.459069
-133624.194425,38,458.605829
-345682.992688,41,459.730831
-510148.037383,250,467.232602
-1815526.738344,250,476.326242
-1535312.408769,250,485.371878
-376716.542299,82,488.433034
