#{"t_start": 1768367644.575946, "env_id": "PulleyEnv2D-v0"}
r,l,t
-860157.146745,250,4.904523
-481941.883413,68,5.788165
-588626.58921,250,9.269324
-1223956.685337,250,12.950553
-1529050.713485,250,18.391432
-32634.371107,250,26.660992
-1622403.132243,250,35.667901
-391488.452187,250,44.357143
-1770428.641714,250,51.869484
-309927.125208,54,53.475502
-665665.018278,250,61.158047
-1988148.470589,250,68.949116
-290557.157536,53,70.518722
-788253.555589,250,78.229049
-1547352.053218,250,85.739143
-99314.105873,250,93.351771
-693963.219369,250,101.114796
-637157.092316,250,108.706752
-775311.24158,250,116.210882
-488185.046715,250,123.715098
-679049.03994,75,126.02524
-91181.979964,250,133.788579
-669824.314617,250,141.304318
-1184335.458101,250,148.788578
-1657073.819188,250,156.423887
-449351.036632,250,163.857413
-71209.101069,250,171.354775
-332762.783869,34,172.339755
-189413.416066,53,173.914936
-188599.18482,62,175.760164
-106676.277495,83,178.242867
-174489.234197,29,179.104969
-397480.215904,250,186.560515
-94338.662663,250,193.933926
-2050862.345593,250,201.475546
-677681.827063,42,202.702152
-1750774.889034,250,210.166226
-58853.222855,250,217.757584
-142731.126242,250,224.850587
-1106534.829185,250,232.122799
-579295.384629,81,234.476706
-72827.674958,250,241.896882
-1072111.975503,250,249.111269
-202919.153364,250,256.379317
-341051.443262,45,257.600549
-120056.625919,250,264.771016
-993913.229055,250,272.164921
-735222.764098,250,279.364933
-794268.187046,250,286.659879
-407252.462594,250,293.842057
-1236850.768168,250,301.176008
-508278.936616,250,308.510205
-746271.273829,250,315.873071
-405706.796014,250,324.488775
-1695701.711027,250,332.325391
-1626246.516715,250,340.399468
-79930.375099,250,348.179296
-878704.616417,250,356.345515
-1208805.460105,250,364.898551
-681710.666172,250,372.856902
-409731.511237,250,381.223127
-174879.029673,250,389.390845
-172028.686439,250,396.461079
-127170.34309,85,398.997935
-70211.955672,250,406.435073
-476063.638196,218,412.73149
-2279261.834758,250,420.071919
-2076213.809893,250,428.567078
-320901.61577,32,429.602236
-147042.311778,250,437.637006
-1058688.283817,250,445.557459
-102011.217005,250,453.630628
-442652.75726,250,461.079052
-95543.580422,250,468.737271
-846308.521232,250,477.909708
-232116.03604,250,487.065418
-942454.671901,250,495.573878
-528657.089582,250,503.911985
-276668.111786,250,511.977994
-335642.653472,250,520.056428
-784418.954256,250,528.391085
-336011.800409,250,536.45993
-116527.594053,250,544.42403
-1246414.664512,250,552.724103
-144538.453512,250,561.028192
-855287.733454,250,569.729462
-123572.533587,250,578.453962
-38861.180702,250,587.424092
-1385344.155189,250,597.445367
-377551.459644,250,606.911413
-182240.728424,250,615.44136
-974254.420043,250,623.867898
-149505.235975,250,631.49124
-999088.599994,250,639.513425
-411896.087961,143,644.484819
-73903.772179,250,653.459484
-85089.973717,250,662.676975
-436114.519156,250,670.963263
-1009903.973439,250,679.197246
-773681.427536,250,687.348667
-361338.21917,55,689.032978
-120791.360944,169,694.736409
-1896959.162143,250,703.155366
-112601.736808,102,706.641948
-466934.747381,55,708.364522
-1130494.024489,250,716.547063
-2074739.375525,250,725.094235
-240410.954933,80,727.906107
-356678.572768,97,731.480094
-1537635.791681,250,741.256915
-2096360.785803,250,751.296961
-950347.481883,250,761.455229
-472983.032175,250,770.612962
-280423.575568,250,778.433148
-238391.449278,250,788.015626
-1024437.816073,250,797.709868
-1398503.243399,250,807.344323
-621336.041345,250,816.923754
-38476.508778,50,818.774294
-543054.717355,76,821.767462
-61981.454186,250,832.284268
-186671.402197,250,843.193304
-351150.509426,250,853.346225
-476700.120265,250,863.072005
-170396.979374,250,872.5985
-153374.134969,250,882.121466
-694753.870337,250,891.471265
-358365.194936,250,901.227976
-28435.332026,250,910.867851
-102012.724095,28,911.949248
-179280.763989,250,921.639483
-768648.763359,250,931.250951
-180217.466484,23,932.133944
-1083465.151573,250,941.933583
-316922.634358,250,951.472443
-183506.125601,250,961.016885
-593596.924146,250,970.455231
-49779.737918,250,980.015163
-1981515.747761,250,989.413251
-439070.455123,250,998.900089
-36659.064019,71,1001.552303
-359421.421575,44,1003.201853
-1056141.858664,250,1012.714923
-522075.497652,250,1022.143624
-143999.020989,250,1031.818143
-1402279.874018,250,1041.404638
-97446.755838,84,1044.684258
-78906.943606,250,1054.271713
-223892.600646,250,1063.857711
-1034460.420071,250,1073.530786
-1330483.489993,76,1076.436213
-29433.020164,102,1080.27698
-50669.496564,250,1089.590859
-241772.510251,250,1099.080913
-421625.028499,250,1108.660929
-315493.749833,250,1118.130935
-1013980.638619,250,1127.652219
-215389.131311,250,1137.301137
-493045.307516,250,1146.694767
-831875.231239,250,1156.139454
-303759.907696,250,1165.442123
-85246.458453,53,1167.404844
-509480.641619,250,1177.025077
-471976.769553,55,1179.145358
-241146.648131,68,1181.714577
-518969.866589,139,1187.355662
-461176.924755,250,1197.438748
-210428.644825,250,1206.869981
-368300.828545,250,1216.155961
-451062.455131,250,1225.559149
-17262.590634,250,1235.06353
-1375352.644658,250,1244.564202
-448377.645427,250,1254.053852
-344379.346335,52,1256.01384
-1610845.599325,250,1265.612863
-232787.021229,250,1275.22469
-288448.816088,72,1277.83774
-251528.830927,110,1281.942293
-374387.372887,250,1291.384746
-709536.092696,250,1301.026025
-1290530.193579,250,1310.820159
-348115.281209,110,1314.973566
-85900.654718,44,1316.635275
-1211630.092137,250,1326.139221
-652517.923565,250,1335.706264
-409940.920751,250,1345.64472
-693874.560633,250,1355.126626
-575159.673667,79,1358.129507
-166745.935739,250,1367.496555
-240980.692199,250,1376.947981
-903806.849688,67,1379.555907
-736284.264761,250,1389.606168
-194264.789342,42,1391.265526
-116339.740759,61,1393.801973
-646501.856506,63,1396.346584
-494931.156466,250,1406.109641
-278915.860242,250,1415.550315
-128941.382037,250,1425.071677
-21492.835238,27,1426.105355
-717337.292368,250,1435.783711
-379368.461424,79,1438.803935
-207755.92392,236,1447.849699
-656519.231322,250,1457.600825
-245791.888217,250,1467.284454
-1748650.308736,250,1476.956139
-344193.742228,250,1486.628572
-535246.152148,250,1496.351108
-190675.211516,202,1504.266385
-123855.314405,250,1513.933916
-1013978.651602,250,1523.674982
-1268690.890368,250,1533.448005
-1129438.762819,250,1543.181409
-536267.638238,250,1552.990975
-47766.641807,50,1554.872239
-1130138.631779,250,1564.583192
-762214.729505,250,1574.242945
-91686.840274,41,1575.864972
-701897.148751,130,1580.841518
-107064.842722,250,1590.412085
-1407697.634942,250,1600.084431
-68033.732245,38,1601.59037
-382728.134082,250,1611.25729
-754340.273112,250,1620.919355
-292081.261799,250,1630.554445
-223331.045727,250,1640.109993
-231431.454933,250,1649.526376
-577312.328001,92,1653.135057
-80243.676818,250,1662.86395
-745569.059099,250,1672.702438
-830458.382714,250,1682.447599
-2723865.016957,250,1692.140318
-384227.290986,41,1693.680303
-230737.262669,250,1703.266884
-2118093.356433,250,1712.806575
-1711796.61556,250,1722.413667
-287995.281508,41,1724.030238
-301586.410504,40,1725.553724
-229105.096505,250,1735.541807
-520016.642223,250,1743.260562
-781115.211363,250,2047.735099
-539127.466973,250,2055.240941
-1071432.883841,250,2063.009929
-1651756.101018,250,2070.719058
-76735.62342,250,2078.333929
-1293643.169885,250,2086.070947
-1432393.43858,250,2093.770295
-491654.547989,250,2101.197647
-1183446.135432,250,2108.684565
-188806.879181,250,2116.208305
-880094.080555,250,2123.877449
-64488.752013,55,2125.504441
-98583.454963,250,2133.126922
-342715.040689,105,2136.421034
-298169.085375,250,2143.99294
-1365829.490096,250,2151.811103
-490695.981306,76,2154.167246
-106277.565288,48,2155.626555
-432094.402049,250,2163.21743
-1311239.839678,250,2170.699569
-600948.030842,153,2175.35257
-620760.310656,250,2182.908353
-332380.231835,40,2184.071882
