#{"t_start": 1768367644.5769653, "env_id": "PulleyEnv2D-v0"}
r,l,t
-439545.548353,250,4.906486
-598056.02699,250,8.360089
-36438.312201,250,11.993118
-109488.305355,250,15.543428
-528380.540376,81,18.795539
-615333.947196,250,27.040759
-319622.376891,250,36.111889
-1246288.443719,94,39.353016
-289394.386506,39,40.905653
-1253866.629951,250,48.652608
-1631395.006062,250,56.285223
-2360054.875018,250,64.057703
-233927.563653,37,65.190558
-54090.023268,44,66.552694
-1560528.743743,250,74.273607
-96692.679706,250,81.794243
-121227.210918,59,83.589249
-115645.136986,250,91.2243
-1127190.87362,250,98.806688
-1075872.017309,250,106.54982
-679533.592373,250,114.082949
-616505.795779,250,121.542161
-457019.876074,250,129.244604
-396646.172229,250,136.879829
-691873.076766,250,144.424159
-269666.219709,250,151.952464
-1338439.538576,250,159.551857
-3110867.504995,250,166.973672
-2323156.23133,250,174.396628
-186345.720081,84,176.964314
-306259.179908,250,184.326384
-400151.675584,250,191.725925
-1399951.574741,250,199.22323
-1456072.765482,250,206.720362
-550453.855118,250,214.197716
-1763272.340823,250,221.607775
-120829.678538,250,228.841652
-211153.927235,250,236.110274
-278732.586694,250,243.460508
-175767.623646,147,247.69875
-742572.719586,84,250.114171
-2156048.376528,250,257.329947
-486634.085901,250,264.472712
-41592.249021,45,265.803571
-815386.65559,250,273.192981
-1391980.115375,250,280.356305
-422553.857579,57,282.059239
-360287.177755,250,289.291905
-453061.892363,250,296.483653
-621013.377662,250,303.88459
-48008.108443,47,305.247554
-411947.71258,250,312.650142
-1263607.846071,250,320.188935
-722304.051804,250,328.680075
-614610.955774,250,336.85354
-2046552.651438,250,344.718135
-919727.281283,250,352.61116
-658952.815422,250,360.708611
-764921.106006,250,369.2559
-354100.873334,126,373.333184
-464255.52265,250,381.70081
-695979.985999,205,388.507604
-76536.310297,250,395.560717
-976123.491681,71,397.708142
-2690739.370361,250,405.156854
-1599305.45549,250,412.415766
-671229.664948,250,419.703182
-1489106.898205,250,428.184448
-1032777.945728,250,436.201223
