#{"t_start": 1768367644.569377, "env_id": "PulleyEnv2D-v0"}
r,l,t
-381509.764836,250,4.897907
-521697.288845,250,8.361695
-44376.016905,250,11.990597
-617940.685069,250,15.545501
-521412.848398,250,24.502614
-596011.23597,250,33.31777
-421433.650982,250,42.097744
-177979.389337,59,43.946503
-910627.87963,250,51.597634
-406257.641628,37,52.695267
-494143.230797,81,55.157035
-1302500.31284,250,62.891239
-284167.169759,250,70.581833
-107537.282413,250,78.288646
-1743868.941239,250,85.802028
-122762.790978,36,86.934566
-87142.719676,250,94.497622
-2598644.653679,250,102.245593
-373838.102771,39,103.399674
-2406274.354856,250,111.076087
-242145.380606,250,118.475586
-633122.490922,250,126.092481
-636816.716416,250,133.844458
-426970.405959,250,141.376416
-344748.627601,31,142.335156
-302029.118482,250,149.756694
-218884.164041,250,157.409718
-453236.71642,57,159.11336
-563291.0282,250,166.54374
-284817.339126,250,173.997828
-284549.34406,250,181.434009
-804965.166322,250,188.918136
-248733.139221,65,190.7782
-529959.603823,250,198.264263
-67301.791851,31,199.162675
-2033138.385144,250,206.660909
-81813.132176,41,207.882288
-1488844.113131,250,215.536247
-201334.039813,250,222.682783
-480095.833707,250,229.933694
-245945.278556,91,232.536039
-248063.599759,250,239.939411
-150390.902002,250,247.23668
-426755.511175,250,254.466425
-53223.45093,250,261.521846
-520011.907156,250,268.920314
-610893.51911,250,276.201843
-926423.941865,250,283.4436
-378494.622255,250,290.633388
-403925.404324,250,297.85797
-35682.376647,250,305.250015
-1129257.846447,70,307.310711
-1660222.157813,250,314.70654
-366948.419207,250,322.899675
-1602543.036831,250,330.937993
-105750.641608,74,333.395306
-253020.841103,250,341.350307
-1218458.3757,250,349.218053
-153974.813533,250,357.507866
-197545.608679,250,365.856679
-178754.142589,250,373.977839
-510760.22006,250,382.320426
-428230.717081,250,390.233814
-320292.170387,93,392.868422
-249051.041805,250,400.209471
-492974.891573,250,407.637763
-765909.56691,250,414.839586
-104385.943574,250,422.544783
-1594578.652596,250,430.958035
-559216.199925,250,438.972553
-433084.434987,250,446.881738
-592436.715167,205,453.508758
-82551.834998,250,460.975259
-1036641.665548,250,468.620356
-112534.95506,44,470.275472
-1239411.764447,250,479.350896
-1066227.950258,250,488.648758
-596639.256514,250,496.799768
-41362.763484,250,505.187841
-32209.989156,53,506.974277
-1846743.733353,250,514.978384
-122171.788831,250,523.19713
-2186876.359809,250,531.395219
-675668.705471,250,539.455082
