#{"t_start": 1768367644.5719323, "env_id": "PulleyEnv2D-v0"}
r,l,t
-354918.837398,250,4.899889
-85375.935297,250,8.361121
-176272.852326,250,11.994301
-153602.78207,250,15.544946
-1477274.114692,250,24.503041
-245167.102514,250,33.317724
-240942.033495,25,34.024118
-24554.819472,34,35.273298
-136098.808785,250,43.945947
-995149.351104,250,51.598438
-794760.990818,250,59.18662
-515895.642005,64,61.185929
-215671.052746,250,68.974845
-495425.398033,52,70.517756
-201656.203887,250,78.230081
-472279.742547,250,85.741124
-73736.823302,250,93.351805
-239425.773466,70,95.464922
-270946.040113,49,96.957411
-206470.551812,250,104.73192
-45471.100895,29,105.617109
-1251188.254325,250,113.203799
-1033452.85619,250,120.601817
-1014245.962479,250,128.267115
-937839.692828,250,135.975571
-882134.595626,86,138.552311
-991112.601164,103,141.682141
-1978621.628608,250,149.134639
-93849.403422,33,150.132062
-558641.318751,91,152.933962
-911174.156518,250,160.501252
-1243573.270947,250,167.92009
-1423776.634687,250,175.351945
-302966.921472,250,182.796969
-347721.781439,250,190.213504
-1286021.09528,250,197.674379
-159193.500936,30,198.586775
-231490.326923,250,206.072084
-1655057.066427,250,213.555286
-728955.545458,250,221.000746
-288866.984789,66,222.818971
-1500009.155039,250,230.077055
-191272.36071,42,231.309488
-1072524.274788,250,238.631527
-1860095.139631,250,245.95975
-1268244.724161,250,253.178463
-1893752.864458,250,260.269339
-551816.07851,52,261.745695
-605377.092916,250,269.147454
-237025.241114,250,276.449554
-1511527.749952,97,279.194129
-744206.059137,250,286.497894
-691839.656555,250,293.669789
-61278.483542,250,300.983049
-842163.045667,250,308.320759
-1350320.593715,164,313.215321
-1249384.272221,250,320.750307
-646242.486432,250,329.282734
-448938.293129,250,337.505545
-1616831.88101,250,345.321231
-356539.642285,250,353.219885
-737604.609946,85,356.097158
-1783760.002704,250,364.69201
-333284.450003,41,365.879472
-155193.178304,250,374.006853
-1637717.178035,250,382.355099
-2156663.874123,250,390.258985
-206934.42048,29,391.065194
-1062811.824243,250,398.366062
-137307.583832,250,405.784604
-318780.254235,250,413.014575
-84094.249326,42,414.226827
-404488.73076,250,421.732591
-115206.879038,250,430.274295
-888011.883374,250,438.328321
-771376.885299,250,446.152883
-680288.468543,250,454.362696
-1019979.255664,250,461.661043
-2452070.94801,250,469.498093
-69705.157368,250,478.625439
-472120.237743,69,481.372909
