#{"t_start": 1768367644.5719323, "env_id": "PulleyEnv2D-v0"}
r,l,t
-67312.242429,250,4.897906
-183145.036085,55,5.617974
-1136129.659374,250,9.088472
-241655.245102,40,9.620584
-1749229.25364,250,13.293145
-779952.695088,250,19.258542
-379837.732184,89,22.37408
-284950.051821,56,24.195075
-648986.90193,69,26.370671
-802100.439732,250,35.272296
-327244.940188,250,43.945947
-35231.259858,250,51.597078
-928386.084994,250,59.185499
-238490.579009,250,67.000856
-277263.31022,250,74.736811
-444445.066692,250,82.257935
-388559.419282,84,84.762027
-139340.210378,250,92.382799
-197373.723731,250,100.126729
-714912.778019,250,107.748167
-96921.579683,250,115.245544
-719659.011027,250,122.772217
-145649.419194,250,130.446913
-395766.937423,250,138.049291
-376519.653859,250,145.565282
-861171.106297,250,153.146737
-963730.111938,250,160.726127
-2754400.425345,250,168.118818
-322391.033031,49,169.579201
-3443933.550304,250,177.095484
-345273.365951,250,184.438564
-144330.276389,31,185.355315
-98092.039763,250,192.784299
-957060.488223,250,200.369227
-35206.474647,250,207.751065
-890043.607922,250,215.409357
-1323574.231507,250,222.575691
-334094.63193,47,223.945921
-75479.384318,250,231.204116
-42852.760022,250,238.519932
-276486.839981,250,245.827412
-1550142.990805,250,253.048339
-712430.722814,250,260.162216
-394996.159067,250,267.521501
-369693.542741,250,274.777801
-848007.800052,250,282.034206
-1391529.423699,250,289.268114
-665568.801274,250,296.450014
-348867.372772,250,303.854604
-819936.174092,250,311.280718
-1633781.143712,250,318.670451
-479273.56347,58,320.519037
-1453435.076201,250,328.970097
-189429.083041,250,337.167626
-245845.515671,250,345.029284
-9233.67265,250,352.930287
-353986.521674,250,361.057158
-34960.177342,48,362.834901
-285891.539207,58,365.037231
-388199.124396,250,373.029273
-57300.611205,92,376.172881
-179193.523428,250,384.230123
-733704.940718,250,392.040602
-332200.626883,71,394.069582
-1217259.262491,250,401.442884
-370930.846883,56,403.136978
-1921619.542724,250,410.447753
-394618.146186,250,417.730171
-133697.887377,250,426.139358
-1430557.818727,250,434.177523
-63888.489473,55,435.799866
-560106.971693,250,443.795221
-1191532.973296,250,451.794071
-115689.153228,112,455.595132
-55693.684055,250,462.768078
-137089.718972,143,467.135499
-1861224.873574,250,476.216964
-1096746.392038,250,485.280063
-300383.770661,46,486.879472
-1996621.364864,250,495.368026
-213628.000339,250,503.758285
-653888.99448,55,505.551424
-734786.006702,250,513.610471
-931570.009355,250,521.829292
-1092093.784041,250,530.020252
-767451.688991,250,538.098554
-207377.876406,250,546.055552
-751395.67915,250,554.375168
-557249.306771,250,562.705169
-317437.70999,63,564.69284
-954145.416367,154,570.315756
-411308.658647,250,578.978776
-1616544.155907,250,588.175028
-1294764.961739,250,598.016006
-1482245.015137,250,607.496373
-353377.181431,250,615.995669
-368616.345138,250,624.489699
-859041.04835,250,632.01376
-247376.715528,250,640.012113
-264953.89022,250,648.671194
-244780.5662,250,658.028803
-82784.902168,250,666.974437
-437355.920658,107,670.391466
-2162500.768507,250,678.596131
-1273293.945574,250,686.795219
-810563.338029,250,694.996967
-371674.706517,250,703.367853
-265934.893349,250,711.651948
-1174198.515507,250,719.880964
-1297487.497077,250,728.573107
-1925149.153854,250,738.258379
-751598.830364,250,748.12711
-522566.123399,250,758.318647
-536703.265688,250,768.217442
-218854.393148,250,775.53352
-394942.75379,250,785.081599
-862864.730185,250,794.559113
-31351.48497,40,796.187165
-389159.766723,250,805.950311
-1006106.751114,250,815.503113
-315615.96237,250,825.195725
-1005532.198909,250,835.967469
-784044.654238,81,839.642408
-226355.00492,250,850.095276
-330094.399452,250,859.895689
-73351.187948,250,869.497522
-28466.224678,250,878.916462
-655121.558591,250,888.427299
-377207.398269,41,889.960401
-116604.730079,250,899.633457
-1269766.931572,250,909.253476
-129808.560676,52,911.29021
-281833.643579,50,913.236141
-658401.806634,88,916.619061
-1077064.078634,218,925.036213
-1880721.742254,250,934.670391
-764110.724802,250,944.463291
