#{"t_start": 1768367644.5678716, "env_id": "PulleyEnv2D-v0"}
r,l,t
-1252857.789419,250,4.898271
-1594642.86797,250,8.361023
-117087.892132,57,9.128782
-543772.304605,250,12.787964
-298240.095436,250,18.067102
-67165.297015,57,19.893672
-852212.65026,250,28.272138
-1570231.594766,250,37.213176
-477650.269167,250,45.859422
-720189.866876,250,53.220901
-1340474.99761,250,60.914063
-51612.57007,39,62.135578
-1868489.570213,250,69.865804
-437815.224999,250,77.568556
-201734.774804,250,85.088874
-279737.247747,250,92.683669
-364364.603063,250,100.432674
-1192882.643673,250,108.049523
-1214387.808757,250,115.545613
-992549.68676,250,123.063241
-806683.505181,250,130.76863
-399526.511671,41,132.042326
-150716.4885,250,139.626709
-394209.406742,250,147.117694
-816010.441756,250,154.697355
-736560.976309,250,162.229263
-533247.927273,250,169.640127
-30316.726018,33,170.676123
-86633.618515,53,172.229679
-1066005.939373,250,179.640145
-36968.336805,63,181.519248
-395352.713316,250,188.992207
-112634.897701,250,196.416562
-57392.163466,250,203.874417
-2410258.605307,250,211.394042
-550340.338934,32,212.321539
-1803141.556694,236,219.377093
-479235.675083,250,226.585298
-32929.91799,55,228.158407
-685536.694743,250,235.433019
-49511.029832,250,242.835689
-1321379.461968,250,250.023351
-1116516.444921,250,257.242316
-517020.715766,67,259.062819
-99714.297793,250,266.414134
-45575.264534,250,273.707018
-2360567.23831,250,280.941517
-1761245.321378,250,288.183076
-1107075.218872,250,295.35966
-807775.438321,250,302.749142
-271540.518549,72,304.861896
-953467.126809,250,312.277689
-77449.160861,69,314.300978
-1785769.009501,250,322.314978
-390583.849818,250,330.488879
-48866.972425,42,331.874365
-355330.899308,250,340.02441
-186518.527173,250,347.769081
-924753.173919,250,355.890152
-903990.868951,250,364.459565
-154867.117839,250,372.455225
-1648689.674061,250,380.764287
-1027024.927117,250,389.03785
-279096.916629,110,392.041622
-1311732.56081,250,399.373248
-1424726.980726,250,406.765399
-540066.974013,250,414.007046
-123348.888972,250,421.411039
-1158565.550054,250,430.021424
-157691.042814,217,436.956785
-1737184.183963,250,444.89729
-462933.46072,250,452.928444
-348716.789953,250,460.499497
-456662.29371,250,468.083933
-326765.584561,250,477.209619
-224126.704707,250,486.274396
-472048.544528,250,494.832357
-1023862.473371,250,503.255459
-173235.826646,250,511.278451
-479247.373182,250,519.386847
-1327312.132239,250,527.678157
-1542223.015785,250,535.80324
-224606.164731,250,543.744621
-710238.866186,250,552.037181
-1260658.327186,250,560.344194
-1432305.187569,250,568.8972
-1031096.824827,250,577.77762
-1070627.286534,250,586.585303
-194114.026492,48,588.627164
-172687.653986,250,598.381627
-303107.716904,250,607.847731
-597605.101135,250,616.323389
-660109.438912,250,624.786188
-862507.469279,250,632.343285
-441150.44441,250,640.287392
-2525334.144658,250,649.022258
-29126.897936,38,650.582232
-297183.369913,250,659.838402
-1648376.752681,250,668.594311
-1026008.808139,133,672.603391
-163090.399636,45,674.233427
-1195966.097896,250,682.391251
-1017041.890481,250,690.488221
-70419.106097,42,691.78412
-851833.497472,250,700.450289
-1236885.539889,250,708.68124
-528021.566592,250,716.932775
-290847.489882,250,725.483566
-99690.34041,91,728.638681
-194950.30756,250,738.330435
-1938241.774996,250,748.21897
-499866.564787,250,758.394237
-112100.154235,48,760.350128
-569507.10991,250,769.835291
-361144.991649,48,771.22721
-1604487.695696,144,775.300169
-477812.705044,250,784.77505
-1921048.866544,250,794.273372
-79874.689068,250,803.995997
-1812508.848743,250,813.612673
-102773.293533,250,823.298197
-1977975.602503,250,833.82307
-179381.471331,70,836.857676
-2079450.365695,250,847.705923
-367895.040654,250,857.65461
-1215606.131928,250,867.266416
-1807390.139553,250,876.687185
-1122044.817524,250,886.218929
-684691.923888,250,895.717361
-48953.230994,250,905.504219
-361815.283792,250,915.121704
-358551.035377,250,924.716529
-859954.56096,250,934.349909
-1347522.095506,250,944.171554
-190477.819708,250,953.716463
-1378619.38756,250,963.21149
-952823.146226,250,972.708697
-785280.384373,64,975.203627
-225627.246953,78,978.132469
-323702.337531,31,979.327423
-29131.905056,33,980.565849
-560706.999526,43,982.197871
-1920042.914598,250,991.541706
-926121.243213,250,1000.994628
-2325721.9888,249,1010.509945
-586627.401805,82,1013.555984
-351750.979346,250,1023.032339
-839291.61236,250,1032.655527
-94276.592902,250,1042.273933
-154190.711547,250,1051.892435
-73026.588895,250,1061.42823
-638021.320075,84,1064.738457
-419494.266004,250,1074.3937
-2297110.092564,222,1082.853476
-390188.898846,250,1092.14237
-640330.411964,91,1095.596822
-264895.010249,48,1097.401627
-75076.692266,250,1106.957105
-327756.704363,250,1116.440131
-129180.124349,250,1126.018701
-925564.298058,250,1135.603653
-68936.281972,52,1137.583296
-337136.766328,159,1143.570012
-761700.554533,71,1146.240446
-252316.138562,39,1147.710452
-219359.673414,98,1151.342827
-537696.855034,250,1160.849719
-838510.618842,170,1167.109716
-174541.022586,250,1176.723717
-486554.79957,250,1186.572621
-1198267.827803,250,1196.561813
-607362.443135,250,1206.052658
-1546652.446242,250,1215.424997
-222602.160649,250,1224.803104
-80485.40958,250,1234.296864
-110096.385528,70,1236.973319
-149353.65316,250,1246.51313
-181063.812728,250,1255.930327
-449580.25677,250,1265.526244
-57949.178647,32,1266.7932
-950096.57832,250,1276.308929
-957046.260873,250,1285.688604
-181303.823926,250,1295.146874
-127362.852101,250,1304.869831
-305933.586404,250,1314.5117
-503406.132883,250,1323.943693
-647819.137001,250,1333.563798
-52647.995646,75,1336.417041
-1686085.810521,250,1346.372945
-221008.413535,250,1355.884347
-553128.141117,250,1365.161817
-414902.095535,250,1374.679985
-199202.111126,250,1384.471596
-544861.07132,250,1394.626596
-59171.834165,250,1404.469901
-314546.207736,99,1408.197133
-471521.617347,207,1416.078191
-1128966.55326,250,1425.566741
-215410.280011,82,1428.770215
-1353913.699538,250,1438.360566
-448891.340349,250,1447.957866
-1871508.620815,250,1457.70717
-751578.824253,250,1467.403109
-885760.773903,250,1477.079546
-446108.283471,250,1486.757058
-125989.754572,115,1491.271947
-1593087.414656,250,1500.989803
-350142.039946,250,1510.70048
-978683.422434,250,1520.349856
-201860.577231,28,1521.442839
-250632.789237,250,1531.311711
-1099239.774776,250,1540.957027
-55611.075851,35,1542.36294
-343635.455799,51,1544.351072
-121033.066674,250,1554.1289
-859193.699037,250,1563.80256
-389685.002319,250,1573.494201
-1369078.134333,250,1583.110326
-474896.387641,250,1592.678896
-181543.765672,37,1594.070084
-300057.865943,250,1603.865759
-288709.740929,250,1613.544115
-442746.535451,49,1615.363164
-464109.053458,250,1625.038953
-155785.446608,58,1627.310025
-415653.429265,250,1636.909617
-1505959.854953,250,1646.312897
-298792.972645,250,1656.00636
-1570662.499793,250,1665.802579
-82494.104284,136,1671.086094
-311118.012771,250,1680.838197
-1535814.877172,250,1690.540965
-300078.272514,250,1700.084732
-1951244.68361,250,1709.687554
-132295.261353,104,1713.628379
-838287.183047,250,1723.279525
-189082.506569,250,1733.129012
-361200.472931,149,1738.325689
-31335.224743,71,1740.485831
-506222.762915,250,1748.372493
-108217.779266,250,2052.543074
-463344.730879,250,2060.277444
-381162.412624,250,2067.988529
-232646.820982,250,2075.60499
-273471.641629,250,2083.314453
-168568.40877,250,2091.004215
-244638.112999,250,2098.549102
-897131.556222,250,2106.002504
-139446.062747,250,2113.559799
-105896.631484,250,2121.07764
-23338.810519,250,2128.710777
-146841.299439,250,2136.449474
-219601.384977,250,2144.02779
-831012.831683,250,2151.842305
-1156047.874323,93,2154.705353
-269964.7624,59,2156.505332
-699589.209758,250,2164.082496
-1156148.132507,250,2171.605127
-242728.001583,250,2179.20455
-172913.688295,250,2186.650197
-173201.229367,94,2189.446392
-582719.699308,250,2197.078093
-251120.65407,250,2204.724095
-154655.22132,250,2212.372609
-68096.127213,250,2220.008344
-242878.069578,250,2227.735065
-59780.241108,250,2235.455182
-706610.592851,250,2243.152116
-474750.378067,250,2250.82557
-457399.179934,250,2258.45558
-566375.73173,250,2266.034775
-52894.345647,30,2266.92059
-261775.69621,53,2268.553266
-575453.284568,250,2276.202371
-1114969.145814,250,2283.867468
-161970.290245,250,2291.546419
-44429.808019,25,2292.318186
-35820.486609,25,2293.08528
-154835.895638,250,2300.697215
-786512.828465,250,2308.44488
-1003253.623571,250,2316.00113
