#{"t_start": 1763612687.812635, "env_id": "PulleyEnv-v0"}
r,l,t
-285028.504778,34,1.509377
-207038.401421,33,1.704696
-151989.136986,64,2.023083
-124783.936501,29,2.179861
-193837.718407,61,2.504786
-107419.912446,9,2.550377
-311144.22821,145,3.291626
-165897.838993,91,3.743721
-188314.689658,60,4.049276
-239534.355624,153,4.836105
-109283.997886,16,4.911655
-329029.092803,88,5.360472
-175934.241938,18,5.44981
-171584.666213,24,5.570346
-168744.533154,15,5.647178
-157617.235186,60,5.946097
-194906.158901,90,6.397382
-105164.697364,8,6.439924
-311853.46072,129,9.224143
-120254.353583,10,9.445828
-184894.192739,61,10.850757
-215285.005595,71,12.39831
-121783.664854,33,13.08502
-117004.328618,29,13.7741
-172599.657929,13,14.072593
-170994.977677,53,15.222139
-257399.458352,65,16.74997
-213588.081666,31,17.439071
-296573.496672,55,18.726963
-213355.114751,35,19.512541
-147760.919948,28,20.189487
-183001.632688,29,20.853024
-320513.731018,114,23.586001
-221525.77694,79,25.393794
-140245.755093,37,26.254606
-502756.350512,194,30.608537
-471951.55194,165,34.389997
-330396.589522,250,40.278154
-397585.873025,250,45.957065
-632485.263864,250,51.762685
-377056.789523,250,57.586262
-300566.954723,250,63.393967
-343618.275268,250,69.382524
-231006.64392,250,75.316406
-220231.9529,250,81.160038
-359284.519365,250,87.021353
-178945.239309,250,92.164026
-252558.198128,250,96.430094
-148835.489099,250,100.7369
-238467.43737,250,104.785407
-153030.455851,250,108.973185
-149759.143721,250,113.307014
-157236.7949,250,117.357378
-133128.448678,250,121.586413
-135602.336847,250,125.900331
-166843.996012,250,130.224669
-129306.810865,250,134.301658
-136111.692388,250,138.557168
-128220.899697,250,142.799574
-146969.134191,250,147.023427
-130263.331528,250,151.437405
-127750.465387,250,155.62952
-128796.773588,250,159.843456
-134688.898872,250,164.056663
-127514.806467,250,168.313763
-134757.345934,250,172.503007
-139809.434635,250,176.760871
-136551.132359,250,180.980616
-130208.989722,250,185.187891
-134465.136741,250,189.469369
-137054.130762,250,193.709153
-162513.97618,250,198.284274
-143693.940513,250,202.823472
-127256.983694,250,207.456103
-125658.414546,250,211.959793
-145444.560081,250,216.391996
-175637.772108,250,220.976559
-128569.20145,250,225.563645
-173101.802299,250,230.013561
-130848.202866,250,234.368385
-131445.591068,250,238.989753
-128615.96346,250,243.317322
-133952.449559,250,247.735293
-192423.622802,250,252.265568
-164650.816608,250,256.947461
-125447.403591,250,261.47429
-129600.485748,250,266.003719
-126797.097417,250,270.384251
-131433.020985,250,274.700495
-128121.478827,250,279.218336
-144199.806924,250,283.839672
-133407.792596,250,288.303488
-186247.027636,250,292.779254
-199118.152637,250,297.408226
-139194.040782,250,301.708017
-132220.413769,250,306.046999
-135469.663444,250,310.731395
-132577.922951,250,315.419833
-151229.516373,250,320.007603
-128072.367805,250,324.289615
-134651.793492,250,328.388478
-137000.862641,250,332.710117
-128893.805327,250,336.966693
-164169.512244,250,341.230587
-132765.042957,250,345.409913
-145559.632356,250,349.419642
-125646.086457,250,353.586193
-125727.841351,250,357.666072
-137786.504557,250,361.913642
-130128.554114,250,366.081516
-155444.841227,250,370.287912
-127137.8167,250,374.447923
-179298.875347,250,378.62761
-128289.513955,250,382.767044
-129539.3585,250,386.978858
-127755.532323,250,391.336619
-147069.261433,250,395.510301
-137109.836641,250,399.59619
-129498.906344,250,403.759292
-132740.804435,250,408.07889
-127464.29901,250,412.082793
-125889.984192,250,416.066094
-133698.247978,250,420.1883
-131895.710686,250,424.062524
-147559.835271,250,428.059457
-129877.50804,250,432.148569
-137580.835784,250,436.239249
-130442.117317,250,440.843262
-171455.857036,250,445.589894
-161442.357642,250,450.151
-135757.05092,250,454.623946
-134138.468111,250,459.041648
-151433.944418,250,463.577795
-138971.368853,250,468.199737
-142942.229741,250,472.529984
-131161.888292,250,477.02663
-132596.185531,250,481.418645
-128277.821696,250,485.781346
-170262.306777,250,490.176426
-126218.13937,250,494.596748
-125556.508722,250,499.041243
-127623.292607,250,503.29287
-126991.838147,250,507.956161
-190177.933417,250,512.596761
-131281.965192,250,517.069173
-142807.928334,250,521.44097
-83357.302359,157,524.168171
-60723.783281,46,525.002513
-125584.14181,250,529.674599
-126146.882825,250,534.133863
-126057.292213,250,538.582159
-128091.262587,250,542.968005
-149744.995785,250,547.238366
-129110.442116,250,551.620553
-129710.32175,250,555.940853
-130809.378504,250,560.337271
-126119.450352,250,564.741853
-125511.88221,250,569.708749
-126271.5628,250,575.376084
-131164.173313,250,579.960197
-132106.248533,250,585.05398
-126331.351735,250,589.491558
-130802.09614,250,593.691343
-125444.378793,250,597.888511
-128555.009615,250,602.202353
-128532.302383,250,606.875836
-135347.352946,250,611.340472
-134074.711087,250,615.794967
-135206.091124,250,620.07646
-129780.046627,250,624.38204
-128067.366444,250,629.375388
-144485.157968,250,633.855424
-125830.637325,250,638.210471
-126724.589663,250,642.888925
-182964.893015,250,647.603034
-132682.353053,250,652.002437
-126362.107446,250,657.016992
-128260.977536,250,662.212232
-132621.683656,250,666.771989
-132939.913364,250,670.986585
-125280.225321,250,675.137467
-142398.112507,250,679.649355
-193130.56806,250,683.981
-125209.907217,250,688.428703
-172299.680677,250,692.825671
-130031.122365,250,697.307997
-125115.323734,250,701.88508
-128232.278141,250,706.45577
