#{"t_start": 1762506508.7693932, "env_id": "PulleyEnv-v0"}
r,l,t
-102171.967452,15,1.278069
-99378.703171,25,1.420482
-103321.047581,31,1.598039
-96913.316742,13,1.670616
-88345.801731,87,2.147496
-104826.330251,29,2.299945
-111737.892356,21,2.412848
-99187.94187,27,2.557234
-103909.46191,53,2.847924
-90097.448863,16,2.933337
-101182.944999,9,2.98372
-90714.354163,48,3.237618
-45963.171713,83,3.674918
-107789.974549,14,3.75122
-84426.836815,47,4.004074
-88813.623374,64,4.346103
-68207.911122,116,4.974314
-96614.611588,56,5.27961
-99770.801025,19,5.391373
-94261.81759,81,5.855855
-87558.761505,28,6.007626
-129454.20389,25,6.141805
-102398.540078,26,6.281458
-101808.996318,5,6.306549
-106775.624223,28,6.453755
-75279.799964,72,7.548165
-111516.716911,35,8.137954
-100117.286805,35,8.775482
-96086.538126,18,9.103107
-102101.52427,6,9.212184
-120485.937906,18,9.529473
-83147.745218,56,10.473329
-98552.350287,17,10.759101
-138142.376925,32,11.311706
-108728.44995,21,11.677573
-114831.193583,15,11.922342
-132321.504104,72,13.166227
-95234.656146,23,13.557907
-89818.491304,47,14.38092
-128681.86569,74,15.762861
-102582.583891,73,16.986
-100694.962828,37,17.582104
-128665.372146,115,19.611602
-94803.246021,139,21.809032
98894.008634,250,26.113347
38400.938554,250,30.517767
161975.48736,250,35.015124
78883.254191,250,39.426104
138984.443843,250,43.583201
73652.544905,250,47.970862
102974.131714,250,52.458403
129981.454077,250,57.037501
58331.479573,250,61.82978
140046.208383,250,66.541536
167473.807617,250,70.938381
104501.40141,250,75.447079
165538.296343,250,80.16672
91468.000274,250,84.816078
112532.070492,250,89.528585
200522.659562,250,94.309449
189441.270878,250,98.919002
142118.792382,250,103.597947
149774.387374,250,107.940381
111429.316227,250,112.62279
176104.292718,250,117.29768
187789.492806,250,121.66553
90740.706045,250,126.089981
414369.651266,250,130.783876
372510.644658,250,135.145661
247234.210354,250,139.446302
112741.836184,250,144.072833
310740.793394,250,148.843122
679175.772037,250,153.601609
653830.844759,250,158.5177
391428.543355,250,163.319808
521858.330915,250,168.144926
727902.134964,250,173.020371
1019188.279364,250,177.836575
828634.958261,250,182.41086
406563.973741,250,186.979966
829396.433165,250,191.591744
841156.986294,250,196.161284
1347309.541223,250,200.662221
824808.400252,250,205.234313
899241.456821,250,209.78509
1210871.98229,250,214.340681
1963824.67153,250,218.894108
1256259.598874,250,223.412821
1359115.099636,250,227.88856
928598.017053,250,232.518212
1905429.401117,250,237.068532
796815.923842,250,241.59742
2771610.384195,250,246.120048
2392582.353264,250,250.709715
668848.675269,250,255.196045
1249712.60585,250,259.705965
1903300.815681,250,264.27052
2235398.17562,250,268.783946
1373294.167095,250,273.307588
1308488.551567,250,277.903601
2475385.113378,250,282.441998
1572052.088459,250,287.004987
1752063.629314,250,291.613797
2205491.452996,250,296.192018
703213.436825,250,301.012825
1731188.466015,250,305.832522
1042205.81554,250,310.753292
2770088.999365,250,315.645592
2117846.362558,250,320.422851
2374492.051178,250,325.240122
1991296.049781,250,330.032087
1983867.968289,250,334.815772
2024348.716621,250,339.792326
2655182.093643,250,344.640269
3423688.222924,250,349.452942
2014176.976629,250,354.270124
2423976.735572,250,359.050147
1241126.048469,250,363.922738
2472612.307843,250,368.751226
2409440.275925,250,373.586896
1990063.64758,250,378.305302
2217463.423592,250,383.062883
2648890.745696,250,387.887641
2408371.573609,250,392.237921
2043429.867054,250,396.562851
2364668.608892,250,401.056536
3167023.501762,250,405.834724
2341229.240872,250,410.566019
1957010.845583,250,415.355848
2221562.137847,250,419.889937
2481886.39226,250,424.49605
2102512.84142,250,429.221491
2361205.50265,250,433.903445
2403007.467032,250,438.508969
2463945.107201,250,443.19412
2486550.367101,250,447.738498
2283535.160564,250,452.358408
2541540.291057,250,456.973456
2516785.851633,250,461.613173
2782186.113479,250,466.217981
1960357.681274,250,470.65255
2383289.871093,250,475.371889
2535037.301836,250,479.942992
2412622.531526,250,484.395661
2445791.226401,250,488.967342
2465959.378945,250,493.654236
2497322.295431,250,498.209576
2514692.466907,250,502.787803
1723123.081825,250,507.418117
2370985.031037,250,511.936295
2548017.551949,250,516.569828
2252573.869349,250,521.113508
2432290.632262,250,525.770451
-104781.011598,9,525.922588
2351586.396198,250,530.584468
2550885.099736,250,535.260251
1992866.481357,250,540.064913
2354452.898258,250,544.930411
2495825.902806,250,549.860003
2394296.134004,250,554.722396
2631464.567878,250,559.533813
2523366.902584,250,564.428011
2215545.096793,250,569.30798
2484598.031191,250,574.105054
3233336.345123,250,578.980571
3423809.737796,250,583.821299
2535225.880532,250,588.718066
3449321.527591,250,593.580105
2688934.392959,250,598.473082
3723307.196497,250,603.248602
2487514.541768,250,608.137421
3013471.680708,250,613.085582
2494016.546127,250,617.97166
3165746.942399,250,622.909938
2497647.44474,250,627.825983
2466528.619035,250,632.633022
3902308.303583,250,637.489341
2545234.865891,250,642.349629
4107261.556743,250,647.11115
-113834.028062,9,647.275622
2295606.545128,250,651.999437
2300020.891114,250,656.81357
2476570.487073,250,661.55268
2421010.864162,250,666.139318
2489613.405092,250,670.869473
2491680.301513,250,675.501473
2381108.966247,250,680.183667
3512294.412964,250,684.822123
2085755.250548,250,689.475365
2912153.484704,250,694.124191
2432069.179228,250,698.767889
2793596.194377,250,703.462003
2278108.423617,250,708.168481
2413170.513993,250,712.692946
2443152.216697,250,717.474068
2497714.939868,250,722.172856
2508526.759628,250,726.798234
2406443.518249,250,731.359746
2547237.87492,250,735.963428
2347194.677962,250,740.629816
2523149.080936,250,745.253476
2810514.301052,250,749.805223
2421579.493124,250,754.298831
2746979.598436,250,758.86468
4259128.434521,250,763.549446
2408417.432804,250,768.21604
2393537.633902,250,772.934911
2449856.097284,250,777.650172
4194441.530545,250,782.571278
-110040.290761,11,782.784125
3313989.44909,250,787.688545
3652884.502355,250,792.598415
1813277.692569,250,797.525569
8599277.080759,212,801.678653
2439340.320721,250,806.576019
2362213.564747,250,811.463636
2460891.960296,250,816.319037
3378632.482545,250,821.249263
2467011.703864,250,826.170535
2757017.232249,250,831.012476
2392872.041427,250,835.90502
3886943.732807,250,840.723544
2415533.125058,250,845.528526
4499018.731593,250,850.28071
2428258.108999,250,855.158237
2388841.117734,250,859.989374
2255914.168712,250,864.758931
3777582.555065,250,869.640816
3894468.115799,250,874.528401
4154451.347859,250,879.385698
2380067.535582,250,884.326247
3646901.815854,250,889.204168
5776919.562629,47,890.128916
3393542.119768,250,894.992479
2420271.787195,250,899.782329
2460717.874805,250,904.420896
