#{"t_start": 1762506508.7683935, "env_id": "PulleyEnv-v0"}
r,l,t
-97526.85552,16,1.284071
-104472.066662,21,1.40275
-106643.426747,17,1.49921
-116811.322591,83,1.966232
-96672.014138,9,2.016858
-97593.583188,11,2.076261
-100702.717411,45,2.310075
-110216.127592,22,2.429159
-99635.175458,29,2.581786
-112327.216072,48,2.846925
-115605.29227,61,3.177317
-93571.202522,15,3.25372
-103178.912874,9,3.300494
-70881.775793,104,3.855908
-70453.616931,100,4.390592
-98280.439691,13,4.456274
-102281.311363,23,4.57863
-102924.301752,32,4.755066
-98862.267731,32,4.930939
-41962.672577,130,5.673079
-79712.264305,78,6.093135
-98985.673995,17,6.18524
-103176.96938,11,6.245847
-99087.745878,26,6.379638
-107481.504622,8,6.421798
-83786.897068,52,7.112527
-95471.481145,16,7.375324
-99644.361243,55,8.301238
-97712.0729,51,9.247391
-121064.117401,17,9.548578
-113481.339376,53,10.434631
-115905.325782,48,11.264811
-100643.115525,12,11.460608
-102261.007101,9,11.624384
-104985.940721,19,11.93815
-110232.269243,19,12.255307
-114962.332542,89,13.81474
-105691.378772,17,14.116617
-131593.822615,106,16.009968
-27682.375224,250,20.281811
36916.206383,250,24.458331
103931.542362,250,28.786817
53311.109711,250,33.258923
139918.344601,250,37.689188
163573.611259,250,41.891092
108884.653989,250,46.196234
104129.609403,250,50.719937
99210.51252,250,55.161531
151561.246795,250,59.964796
62130.618819,250,64.743641
226792.93098,250,69.210568
296584.909563,250,73.734166
149972.941868,250,78.328727
316909.3269,250,82.934442
183576.614268,250,87.683918
125667.93226,250,92.360551
141037.353103,250,97.073146
98807.74341,250,101.839619
132617.741205,250,106.25258
301706.844656,250,110.867019
197461.742161,250,115.597514
395073.10197,250,120.00188
97740.217698,250,124.364516
242927.127447,250,128.984287
91234.020233,250,133.368485
420331.349147,250,137.779216
141764.109477,250,142.222659
374726.180224,250,146.987657
494927.623879,250,151.681522
560309.504101,250,156.577206
840901.781283,250,161.445024
-33719.822238,162,164.564011
616168.236812,250,169.390631
601959.566869,250,174.27541
119386.670966,250,178.987141
720859.67436,250,183.608453
1147710.588119,250,188.146612
779586.970119,250,192.779988
788656.329927,250,197.300615
1248127.540652,250,201.83021
1774294.451547,250,206.44793
817318.19264,250,210.93517
1162665.8416,250,215.508839
1111651.648251,250,220.040129
1739578.885718,250,224.582403
1434986.425672,250,229.044414
1191160.193986,250,233.700435
1410966.065849,250,238.219965
1122440.664476,250,242.764557
1220569.800991,250,247.284156
1538320.434699,250,251.823908
1145857.934863,250,256.335583
1254219.327222,250,260.889912
1211787.032707,250,265.425569
1878743.497253,250,269.89889
1872909.368931,250,274.466261
766932.023511,250,279.08954
2426758.743049,250,283.595185
2416881.845383,250,288.185188
1758999.566902,250,292.763077
2482076.544568,250,297.434376
1782284.529273,250,302.211148
2418049.884913,250,307.069133
1632777.029989,250,312.023266
1029820.683377,250,316.842998
2017776.679575,250,321.655529
2387202.084929,250,326.463512
1736805.026755,250,331.255481
1431774.206776,250,336.090998
1841549.751094,250,341.040859
2146186.749471,250,345.869202
1971203.286701,250,350.683792
2100457.952182,250,355.518692
2265869.639266,250,360.306183
1999936.571565,250,365.146819
2467456.972252,250,369.991186
2475937.627249,250,374.830209
2495834.863394,250,379.507124
1279070.480131,250,384.305585
2900740.043133,250,389.111709
2387964.495263,250,393.33475
1830112.650354,250,397.669953
2516530.770017,250,402.264321
2114940.114015,250,407.037381
2731316.569471,250,411.791456
2534598.549451,250,416.549123
2231717.205685,250,421.060874
2480707.213937,250,425.703952
2245784.280056,250,430.455055
2372430.275763,250,435.109477
2574066.857858,250,439.699567
2437365.629724,250,444.352228
2406567.634461,250,448.87272
2452810.064985,250,453.553741
2532877.363605,250,458.129575
2534136.802678,250,462.779846
2327663.991111,250,467.361144
2432653.810212,250,471.858952
2519540.927147,250,476.59977
2597828.121505,250,481.078978
2612945.545246,250,485.511116
3130643.818072,250,490.136295
1861430.62604,250,494.82229
2483169.499233,250,499.367103
1207481.226518,250,503.981168
2466883.341754,250,508.594671
2467085.908233,250,513.105645
2541951.162003,250,517.782833
2516625.454502,250,522.292683
2342752.131567,250,526.929653
867761.082241,250,531.584389
2484635.484287,250,536.318906
3414930.409196,250,541.123675
2480640.296766,250,546.022489
2476775.071257,250,550.938527
2386238.068918,250,555.798238
2475143.178252,250,560.601143
4064574.774555,250,565.480471
2495185.792911,250,570.3789
2739640.68809,250,575.174872
2724784.359399,250,580.060066
4040743.606225,250,584.878775
2451496.818725,250,589.784443
2225045.41196,250,594.650655
2418144.025861,250,599.536856
2497853.251403,250,604.326345
2562933.402997,250,609.231151
2428922.551322,250,614.187992
2600836.218457,250,619.064124
2454377.669055,250,623.987106
2394507.23963,250,628.882601
2513156.891152,250,633.723459
2643469.758345,250,638.54919
2547698.448502,250,643.41846
2580404.189824,250,648.118562
2557672.734732,250,652.913205
7385226.364129,171,656.213595
2418660.507382,250,660.923184
3248689.02086,250,665.535895
2332675.054752,250,670.209248
3102335.094386,250,674.894251
3642497.055691,250,679.573473
2424977.954086,250,684.222145
2467685.630135,250,688.91184
5928012.599658,65,690.072998
2494309.441936,250,694.686608
3193429.903238,250,699.375511
2319803.900006,250,704.080132
4263226.067901,250,708.775163
3165562.459325,250,713.280336
2400751.717289,250,718.079803
2455136.095499,250,722.769513
2305556.337019,250,727.375487
2206690.697768,250,731.950131
3572942.233145,250,736.580724
4068658.390515,250,741.247608
2388707.629385,250,745.847617
2548501.989437,250,750.382431
2372787.339899,250,754.878999
2002505.616457,250,759.44258
3137820.994956,250,764.132924
3452796.469827,250,768.806206
2428090.806451,250,773.531369
2365463.381628,250,778.293744
3538270.110958,250,783.18989
3995626.612197,250,788.098544
3204908.729449,250,793.020784
2525238.925066,250,797.945507
3722482.873687,250,802.827016
2312062.397169,250,807.736457
3051166.59688,250,812.608696
2419864.668811,250,817.468087
7297143.50763,129,820.036968
2439504.993413,250,824.965228
2389891.082439,250,829.816369
3848975.937426,250,834.700973
4445978.934582,250,839.531567
3519531.121186,250,844.368889
2513494.274086,250,849.091036
3312702.401224,250,853.933933
3809787.122109,250,858.802565
3322954.686017,250,863.540819
3671994.922068,250,868.434979
6366952.729536,86,870.107493
3459798.128514,250,875.012393
3233464.745172,250,879.871787
2349235.036298,250,884.784773
2571854.446839,250,889.682296
2579091.89326,250,894.540695
3499526.230395,250,899.357451
3774060.660898,250,904.014674
2382255.392228,250,908.661695
4549209.375954,250,913.328705
2380026.268404,250,917.947558
3564082.477499,250,922.600558
3628861.503565,250,1033.873603
2815933.228904,250,1038.817026
2604736.962111,250,1043.757565
3495535.154623,250,1048.627703
2499796.630993,250,1053.547401
2474183.960212,250,1058.590652
2445177.036303,250,1063.575615
2371652.957989,250,1068.403991
2772555.037049,250,1073.313858
2316601.836747,250,1078.233989
3601007.644038,250,1083.136032
3846780.926959,250,1088.029051
2917054.526505,250,1093.005638
-104184.770644,11,1093.22945
2772106.385868,250,1098.097225
2471417.564108,250,1103.092319
2415038.00995,250,1108.104381
4106044.685085,250,1113.110429
2216042.153049,250,1118.03093
4007126.969339,250,1122.999399
3830583.273053,250,1127.892722
2305283.314188,250,1132.882596
2402770.694804,250,1137.86077
2336749.377025,250,1142.630028
2425561.552558,250,1147.387353
2350374.395109,250,1152.26016
3724168.900372,250,1157.069016
3395424.223467,250,1161.854577
4000315.994951,250,1166.72275
3288984.048156,250,1171.663872
3491688.336888,250,1176.508656
2287838.617552,250,1181.33533
3613280.314203,250,1186.202097
2111413.549258,250,1191.068491
2404368.502556,250,1195.952046
3560442.83101,250,1200.837723
2347017.501256,250,1205.655582
3515752.511429,250,1210.377304
3228041.450484,250,1215.268667
2726285.568876,250,1220.063513
1710230.917036,250,1224.937255
2335835.513159,250,1229.791126
3392035.516721,250,1234.621047
2399972.72643,250,1239.383258
-105044.775228,9,1239.562105
2729982.249183,250,1244.4719
2226233.590183,250,1249.255721
3635104.384411,250,1253.957809
3593686.507495,250,1258.896274
4006797.538806,250,1263.759543
2372686.414293,250,1268.697262
2248878.997852,250,1273.701485
3650840.444926,250,1278.634419
2093111.117118,250,1283.575618
2999317.085346,250,1288.520125
3486567.546833,250,1293.440541
3662456.046026,250,1298.400234
3549227.778541,250,1303.425023
4139393.059572,250,1308.360885
2555298.052928,250,1313.300997
3881034.891305,250,1318.30912
3649196.908175,250,1323.240031
2743369.621723,250,1328.147066
3921597.017708,250,1333.097796
6375205.400702,79,1334.641183
2350270.790527,250,1339.524784
3968166.70879,250,1344.388465
3453255.803965,250,1349.471569
3354433.06604,250,1354.456266
4173401.655046,250,1359.396413
2305026.351281,250,1364.428926
4180640.449952,250,1369.340172
2175442.232903,250,1374.211461
2996222.540738,250,1379.139539
3553206.407308,250,1383.99203
2343559.500953,250,1388.798715
3164202.064326,250,1393.597518
3428115.48368,250,1398.438358
4134068.818477,250,1403.226337
4362902.635294,250,1408.014335
3025643.790448,250,1412.966227
2743266.079455,250,1417.732231
3259919.550348,250,1422.537515
2324218.326125,250,1427.337212
2045253.469551,250,1432.066537
3880013.79016,250,1436.932549
3224401.689598,250,1441.751636
2529389.647619,250,1446.549461
3768486.876215,250,1451.323275
2315494.829656,250,1456.099882
3201589.209807,250,1460.914728
2802466.897461,250,1465.737723
2201578.293227,250,1470.652116
2443533.811845,250,1475.492241
3800328.594918,250,1480.311113
3872352.071542,250,1485.087546
3170623.855479,250,1489.906393
3421543.934231,250,1494.727457
3426252.522787,250,1499.691804
3781949.068046,250,1504.609865
2127381.118211,250,1509.590573
2849875.908852,250,1514.558496
3068684.316691,250,1519.532186
3283576.931911,250,1524.495435
3323774.484867,250,1529.505078
3031949.834199,250,1534.521081
2421026.428294,250,1539.479362
2269619.179869,250,1544.44234
2067131.654657,250,1549.377679
4224983.112367,250,1554.316467
2268074.574928,250,1559.258325
2415740.809811,250,1564.248679
3585067.833706,250,1569.147462
1832653.922583,250,1574.093249
3784819.057653,250,1579.090606
2759532.510886,250,1584.044479
4263181.799618,250,1589.025141
3125815.077896,250,1594.079375
2189219.561978,250,1598.974913
3691182.686454,250,1603.918017
3330351.055987,250,1608.886512
4114052.031723,250,1613.84172
3942067.072361,250,1618.71472
3633701.933454,250,1623.594232
2128941.800948,250,1628.410136
3384707.51469,250,1633.202908
2291415.364349,250,1638.118123
3383532.983537,250,1642.98997
3972243.321661,250,1647.863048
3190852.605596,250,1652.652502
3918182.026003,250,1657.402101
3398330.922971,250,1662.231794
3165718.94914,250,1667.17103
3678587.376028,250,1671.983287
3905408.305754,250,1676.72573
3043874.736901,250,1681.575753
3883081.833193,250,1686.410959
3209994.356685,250,1691.193186
3706996.546806,250,1696.112505
2782863.497098,250,1701.024322
3445607.007538,250,1705.888877
3572915.871053,250,1710.780517
3017684.113662,250,1715.698287
5628188.447733,51,1716.682899
3434436.932318,250,1721.446751
3050032.596334,250,1726.340153
7248714.958184,135,1729.018279
4254164.660239,250,1733.904932
1978006.371411,250,1738.750191
3429344.239092,250,1743.727937
2117119.644258,250,1748.640195
3300907.218824,250,1753.458112
3786419.494809,250,1758.388654
3647214.447134,250,1763.29646
2128246.903349,250,1768.2729
2309221.640344,250,1773.233422
3577810.234179,250,1778.13822
2012041.685353,250,1783.02828
2797871.827183,250,1788.043947
3520506.97264,250,1793.023891
3307871.884742,250,1797.927769
3887588.223009,250,1802.853264
3090865.934853,250,1807.849598
2158247.714688,250,1812.728491
2600006.273816,250,1817.728026
1970092.196498,250,1822.670217
3744656.181398,250,1827.599107
3611512.535892,250,1832.640136
4170259.806788,250,1837.539745
3793913.129517,250,1842.439349
3388656.027979,250,1847.402273
3420229.743285,250,1852.396017
4341260.827537,250,1857.399825
2662860.661948,250,1862.183536
3292715.627041,250,1867.055747
3094150.847382,250,1871.840806
6225094.073863,66,1873.110955
3957650.339012,250,1877.9685
4076967.711738,250,1882.788437
3487519.753929,250,1887.633197
6327232.350649,83,1889.246403
3762213.836681,250,1894.071591
3689598.84975,250,1898.894803
3458877.159211,250,1903.82084
5596628.992484,39,1904.570116
3689048.544124,250,1909.467096
3552357.215727,250,1914.296703
2961424.365743,250,1919.139554
2902255.694988,250,1923.938193
3291262.293274,250,1928.790717
3656434.082652,250,1933.494369
3176830.252502,250,1938.259754
3183678.984961,250,1943.173273
3828123.499872,250,1948.023572
3411673.7626,250,1952.887571
3941548.381189,250,1957.732433
3195835.628918,250,1962.621991
3150886.274137,250,1967.523777
3525294.026928,250,1972.44084
3247944.63373,250,1977.263631
3437510.949677,250,1982.256817
3376915.077749,250,1987.210237
3932334.546639,250,1992.175783
3302400.932943,250,1997.078513
3924397.46879,250,2002.065787
1976607.957725,250,2007.06251
2804660.188342,250,2098.968976
6033887.816076,64,2100.191038
1712928.741643,250,2104.915207
3235552.586523,250,2109.688323
3138454.740787,250,2114.484994
1393716.020125,250,2119.265864
3356425.797557,250,2124.134602
3425911.804147,250,2128.918418
3824561.544011,250,2133.739029
1949535.309612,250,2138.447765
3276198.439542,250,2143.052381
2962262.199981,250,2147.787691
2155486.148492,250,2152.607394
2799797.190623,250,2157.45164
1663632.70778,250,2162.156655
1986696.033699,250,2166.972631
3462316.78525,250,2171.767714
5856399.914154,56,2172.848718
4140516.717443,250,2177.597834
2108270.061069,250,2182.433207
1641338.212312,250,2187.232177
2595738.246131,250,2192.015953
3034694.565609,250,2196.829916
7008586.927348,114,2199.02804
3770860.478443,250,2203.802102
3849113.678742,250,2208.652428
2285275.997574,250,2213.554967
3470877.550543,250,2218.47397
3870922.396389,250,2223.454269
3722184.085881,250,2228.426634
3398945.583029,250,2233.33598
3146611.395502,250,2238.323284
2089588.56642,250,2243.319468
3260346.602485,250,2248.194655
3255126.596086,250,2253.119122
4146593.057763,250,2258.071008
3551918.881349,250,2262.980726
2866616.073818,250,2267.873424
1923784.878288,250,2272.861278
2437606.793537,250,2277.77529
3817648.140576,250,2282.744286
3109614.142301,250,2287.653722
1943259.674063,250,2292.573429
5656212.468717,51,2293.566285
2590455.186681,250,2298.394535
2267934.578409,250,2303.302425
3440782.794394,250,2308.222507
3763200.61794,250,2313.15472
1948551.466371,250,2318.154404
4349640.786103,250,2323.115618
3500988.250539,250,2328.054363
3602288.410896,250,2333.011509
2825482.223315,250,2337.958432
3782447.400336,250,2342.772003
5937531.482861,62,2343.97002
3915784.467398,250,2348.762109
3786996.671207,250,2353.566852
2254309.671836,250,2358.378516
3334587.365172,250,2363.133642
3117221.855231,250,2367.94864
3535171.654635,250,2372.751536
3290234.575884,250,2377.58621
3078180.263907,250,2382.383876
6144824.855808,61,2383.575678
1766105.392936,250,2388.385041
2932779.114289,250,2393.219867
1908597.222879,250,2398.13894
5945921.131432,78,2399.608782
1877872.721375,250,2404.461298
1574835.689243,250,2409.198182
3704617.060228,250,2413.907017
3334060.275595,250,2418.754242
3141771.271407,250,2423.51944
7292929.758634,131,2426.052282
6039227.269961,97,2427.935594
3131434.344637,250,2432.802415
2467272.448269,250,2437.678717
3350012.192866,250,2442.488398
3306371.695771,250,2447.226492
3344055.445762,250,2452.019606
3399829.075413,250,2456.789517
5680020.158156,46,2457.673827
6148249.657854,64,2458.936821
7629548.373893,155,2461.921919
2003177.421077,250,2466.821476
3591576.187629,250,2471.79404
2715290.050081,250,2476.646915
5883159.213712,66,2477.953151
4167505.852528,250,2482.935612
3709439.716877,250,2487.901662
3154705.809387,250,2492.785451
4021411.030951,250,2497.732728
5422780.795266,30,2498.340909
