#{"t_start": 1762506508.7654116, "env_id": "PulleyEnv-v0"}
r,l,t
-70757.986451,83,1.666295
-62801.378423,72,2.067196
-105545.023613,29,2.213429
-98846.667351,14,2.290018
-103616.137315,12,2.354678
-94147.323896,64,2.696513
-140668.04385,24,2.831554
-52652.016923,88,3.301416
-94959.166354,28,3.45037
-109793.870763,48,3.704219
-51541.264323,67,4.065021
-95442.835487,35,4.251381
-113237.675681,24,4.380682
-69296.624889,65,4.729831
-124523.235247,32,4.906192
-100883.90572,13,4.976165
-106266.031435,9,5.030743
-68110.158124,65,5.387351
-99364.391053,19,5.484704
-94114.443494,29,5.639378
-92409.961759,22,5.795077
-82673.748349,109,6.374617
-62145.825554,179,9.178658
-96598.208869,27,9.656844
-107793.533847,49,10.474062
-151067.768498,27,10.934309
-122449.40187,38,11.588003
-106998.333226,9,11.741957
-112669.808101,10,11.908653
-127809.407268,29,12.396304
-124761.610967,128,14.640562
-124599.282363,53,15.645915
-130563.890801,39,16.320697
-87158.80399,155,18.958491
67136.717015,250,23.046628
4315.994274,250,27.467851
99918.105859,250,31.838948
92531.663846,250,36.299952
141879.339723,250,40.594102
105175.875845,250,44.800426
68053.268622,250,49.300548
106261.719421,250,53.772223
134435.381655,250,58.434991
156200.691496,250,63.230527
112529.856602,250,67.773313
69507.4509,250,72.288177
101145.285433,250,76.833074
129492.288566,250,81.461432
126002.364385,250,86.224963
316242.584359,250,90.866401
144213.175591,250,95.637681
157547.818066,250,100.296402
384859.540407,250,104.885134
371518.275911,250,109.352851
252583.197603,250,114.062029
236867.467991,250,118.574763
184783.309758,250,122.981686
340613.450931,250,127.520094
423016.953008,250,132.00849
520628.903956,250,136.375431
342819.004917,250,140.777167
458642.575923,250,145.480345
344403.10497,250,150.197154
184056.427397,250,155.015559
594914.570581,250,159.922597
471555.940904,250,164.730603
793372.327427,250,169.573561
853608.085798,250,174.450763
581900.169847,250,179.158445
1028204.763711,250,183.780598
671017.089524,250,188.321955
764618.865095,250,192.946576
1306827.063594,250,197.455431
859169.893025,250,202.00599
643409.024794,250,206.60312
1183594.430508,250,211.099887
1232175.5005,250,215.664486
1129806.100333,250,220.194254
1161591.350055,250,224.738081
1507433.511965,250,229.216359
1619608.24383,250,233.872021
1765309.644788,250,238.38638
1773033.826863,250,242.941061
2148595.415433,250,247.449261
2172745.431811,250,251.981859
1377094.641806,250,256.503183
1525919.02345,250,261.065844
1822945.240848,250,265.580323
2085363.099248,250,270.068188
2216210.827109,250,274.641295
1316280.248985,250,279.244213
2549793.917403,250,283.749366
1578297.048487,250,288.371353
2315655.392213,250,292.939509
1800063.349938,250,297.616302
1295207.264792,250,302.378714
1918519.410027,250,307.242156
2683923.803939,250,312.196135
1274025.318815,250,317.014227
746215.27826,250,321.83649
1940633.045378,250,326.642749
679438.795024,250,331.409805
2399677.904211,250,336.27496
2340419.460581,250,341.218881
2039293.354985,250,346.033368
1722128.809204,250,350.86376
2431929.520489,250,355.688746
2340792.397022,250,360.491529
2420357.9616,250,365.324983
2001516.883024,250,370.169794
3419574.936349,250,375.009845
2413480.342865,250,379.684109
2065542.091179,250,384.461253
2644590.436487,250,389.248662
2214545.974927,250,393.501627
2257796.321616,250,397.838653
2280144.749203,250,402.424578
2421969.875097,250,407.219784
2998496.1173,250,411.969811
2237787.670825,250,416.697925
2319657.306796,250,421.216217
2415314.117834,250,425.87296
3964666.362136,250,430.617648
2234938.277577,250,435.286701
2475634.173409,250,439.857813
3551826.329224,250,444.507383
3505825.554114,250,449.048157
2413447.13706,250,453.739744
1915581.892231,250,458.314845
2483080.03758,250,462.944429
2937546.325345,250,467.536563
1551394.987444,250,472.024604
2469327.950241,250,476.763008
2341611.410101,250,481.24623
2525609.690067,250,485.68884
2376023.069769,250,490.318268
2321198.331964,250,494.999759
2852983.440104,250,499.532665
2425838.629252,250,504.151088
2639149.416222,250,508.749743
2274915.998114,250,513.282368
2903086.91863,250,517.945282
2372486.164238,250,522.481383
2527575.463258,250,527.107174
2537037.885104,250,531.768172
2427838.481924,250,536.497261
3378077.524747,250,541.305995
2528734.735148,250,546.199864
2998475.282224,250,551.119092
2339473.840747,250,555.974111
2470672.44383,250,560.779733
2517576.58497,250,565.66066
3438255.350233,250,570.546498
3032619.144831,250,575.351157
2567424.907537,250,580.235423
2547029.877362,250,585.058455
2489409.214428,250,589.960408
2590923.110199,250,594.84238
2450683.796862,250,599.716807
2545951.253197,250,604.491856
2456927.602982,250,609.419874
2570010.433616,250,614.366937
2503162.058516,250,619.2425
2485406.814403,250,624.176037
2402915.550124,250,629.06501
3334517.887493,250,633.898353
2494846.33391,250,638.718372
2509107.459614,250,643.600131
2352531.736085,250,648.297411
2639831.636286,250,653.091807
2599961.903282,250,657.891489
2428289.999464,250,662.567581
2260103.17614,250,667.140611
3607454.164946,250,671.912619
2492146.87508,250,676.563819
2423259.66535,250,681.225215
2672757.007504,250,685.847418
4411534.413555,250,690.511497
3448610.471793,250,695.099704
2499729.452117,250,699.817392
2325369.49325,250,704.509082
2557759.949109,250,709.197132
3009348.537812,250,713.723484
2542571.36099,250,718.535974
2588623.040067,250,723.20672
3179554.15654,250,727.784325
3895326.915064,250,732.380469
2385989.257997,250,736.981803
3737119.511714,250,741.662664
2557751.085404,250,746.252199
2396307.445711,250,750.809496
3682564.535909,250,755.289465
3707023.405642,250,759.884219
2438712.338752,250,764.555477
3113903.406809,250,769.24379
2334881.948434,250,773.965024
2330468.108954,250,778.742102
2324698.700519,250,783.643868
2265985.994892,250,788.553042
3122083.028993,250,793.482918
2085308.103739,250,798.382463
2412616.522181,250,803.297313
2593492.923252,250,808.180879
2326798.080355,250,813.061085
2395357.592019,250,817.917581
3364156.999652,250,822.886462
3368085.06509,250,827.742919
2353764.584082,250,832.620237
3319762.957068,250,837.521186
2447596.716071,250,842.322203
3329792.852198,250,847.062975
2539303.01755,250,851.864796
2481816.248211,250,856.772303
2405456.523708,250,861.567198
4302231.298876,250,866.353962
2361176.668248,250,871.231268
2331279.616829,250,876.136243
2401421.649319,250,881.02451
2309237.159279,250,885.931463
2474264.356458,250,890.813815
2585654.335699,250,895.682494
7520726.719174,142,898.437107
2897763.327751,250,903.098964
2449303.787726,250,907.706812
4148204.647473,250,912.380289
2420866.941677,250,917.010638
6472500.139897,89,918.654295
2192040.590039,250,923.356682
3540429.959206,250,1034.65592
4333379.935301,250,1039.587405
3434083.628574,250,1044.53038
4042994.575184,250,1049.389614
3979591.926723,250,1054.324497
3281434.66303,250,1059.390988
3032325.361215,250,1064.327457
3509045.139059,250,1069.168563
2270183.944385,250,1074.08314
3301697.736724,250,1079.008353
2369764.866767,250,1083.907033
2384940.37244,250,1088.821247
3671240.743751,250,1093.751621
2781674.075636,250,1098.657914
2331467.856186,250,1103.662461
2943941.155337,250,1108.679458
3073909.879221,250,1113.659554
2222772.167712,250,1118.582759
2388242.988561,250,1123.537199
2335897.461827,250,1128.463533
3591766.160745,250,1133.445332
2266925.801424,250,1138.400541
3661174.731172,250,1143.185741
2335226.311192,250,1147.941521
2584174.773954,250,1152.799184
2201690.546933,250,1157.619426
3567717.319036,250,1162.417779
3653214.51319,250,1167.293709
2196766.812088,250,1172.200831
3314426.71883,250,1177.034972
2877900.2258,250,1181.905113
2927876.110978,250,1186.75516
1973259.48095,250,1191.610667
3330255.52317,250,1196.519384
3600051.015285,250,1201.38731
3442467.753446,250,1206.1913
3790985.618361,250,1210.925442
3396584.458528,250,1215.796736
-117347.452517,9,1215.967374
8065878.222942,184,1219.502074
2264858.88091,250,1224.392442
3404621.762092,250,1229.229947
3184485.416651,250,1234.046531
2875561.130365,250,1238.829803
2199929.452678,250,1243.705415
2345491.470933,250,1248.544395
3790049.635601,250,1253.255792
3115507.452395,250,1258.128655
3483629.794247,250,1263.018262
2802997.892175,250,1267.942895
2492222.700092,250,1272.941904
2636061.097855,250,1277.887308
3218479.000535,250,1282.835385
1960452.045162,250,1287.789222
3522941.602451,250,1292.702067
3168731.320968,250,1297.650003
2003009.185402,250,1302.651546
2968259.67412,250,1307.610851
2108496.626975,250,1312.554001
3703103.508983,250,1317.540983
3518500.345233,250,1322.487434
3492202.88563,250,1327.408535
2428910.95911,250,1332.353376
2370138.31164,250,1337.250846
3292877.321,250,1342.130274
3249200.442195,250,1347.099741
4292720.220102,250,1352.150332
3076812.591727,250,1357.059415
3317105.541509,250,1362.116711
3381111.969113,250,1367.052576
3413943.545304,250,1371.958787
2172014.538981,250,1376.864323
3261128.070886,250,1381.751694
4310106.106854,250,1386.577102
2244322.999829,250,1391.346137
3313521.993424,250,1396.180017
3697485.57837,250,1401.000281
3205829.398089,250,1405.751846
3318553.406475,250,1410.615282
2360151.302278,250,1415.53055
2284000.072647,250,1420.274805
3507668.694373,250,1425.098295
3537185.999761,250,1429.852255
3171721.803499,250,1434.618073
2924433.234677,250,1439.501539
3326346.021414,250,1444.328708
2388010.915226,250,1449.086739
5418794.795777,34,1449.714732
5831284.248034,49,1450.661493
2049494.690584,250,1455.432495
2109297.383164,250,1460.269431
3424747.168156,250,1465.069083
2231906.665958,250,1469.986465
2798682.322517,250,1474.830127
3925861.51883,250,1479.656424
3465826.811494,250,1484.476987
3568537.128397,250,1489.26319
3537798.450212,250,1494.063402
6283717.46828,72,1495.47255
3586527.743357,250,1500.445806
3429980.048995,250,1505.377611
2133179.063843,250,1510.347246
3279516.314159,250,1515.313912
3717526.212333,250,1520.275838
3874795.25359,250,1525.238291
3970803.696999,250,1530.250594
3851431.907499,250,1535.289034
3417322.517136,250,1540.229751
2313797.314309,250,1545.18922
3265778.010434,250,1550.138974
5703200.991278,48,1551.100633
2728120.919374,250,1555.998917
2275501.0557,250,1560.968553
3342026.12407,250,1565.926307
4095829.173937,250,1570.841707
3103019.391696,250,1575.802399
6016712.109849,65,1577.108736
3469883.184526,250,1582.048519
1856598.057626,250,1587.03212
2669340.643959,250,1592.120075
3506941.231261,250,1597.048732
3364270.32838,250,1601.952982
3805392.299878,250,1606.914462
2141422.331416,250,1611.89091
2675563.908772,250,1616.826491
3439212.88171,250,1621.666993
3695328.956742,250,1626.511329
3160402.27624,250,1631.267897
3115559.596155,250,1636.191
3328196.608049,250,1641.038144
3946340.224585,250,1645.939011
4035394.633635,250,1650.714016
3270367.246739,250,1655.525751
2226959.936077,250,1660.303513
3246193.733432,250,1665.252124
4165432.546793,250,1670.076267
2143708.94878,250,1674.839532
2093501.93447,250,1679.658123
2247058.307499,250,1684.488772
3306081.934103,250,1689.34483
3822552.302924,250,1694.136128
3049688.551204,250,1699.096366
3533583.178573,250,1703.962951
3910916.886758,250,1708.889503
3845599.630826,250,1713.737102
1886892.24877,250,1718.590706
3444478.520341,250,1723.350529
3257875.349197,250,1728.320127
3081562.945051,250,1733.239735
3306832.125426,250,1738.068055
3558366.537092,250,1743.021559
3252254.122122,250,1747.95399
3443540.128923,250,1752.783679
3321164.468365,250,1757.697328
3334590.779679,250,1762.620753
2517918.606579,250,1767.578927
2120698.260747,250,1772.545312
3175593.716528,250,1777.472822
1946968.06441,250,1782.347139
3688860.437412,250,1787.338092
2786465.34677,250,1792.339184
4084096.564902,250,1797.23174
2178726.566238,250,1802.150747
2072323.493489,250,1807.133339
3404015.925999,250,1812.014335
2085261.894658,250,1817.029453
1974888.013826,250,1821.982464
2968384.548817,250,1826.902028
3674844.06485,250,1831.932158
5535176.47641,39,1832.717013
2443716.696836,250,1837.613978
4187145.415099,250,1842.519329
3810576.883566,250,1847.482172
3841543.643414,250,1852.480666
4431078.99313,250,1857.484194
3635369.822726,250,1862.268155
3042364.599213,250,1867.130633
3103155.985388,250,1871.917936
3696828.86485,250,1876.746724
3851610.474735,250,1881.593991
3329310.538232,250,1886.418366
3998050.810316,250,1891.270979
3796820.485667,250,1896.078273
3449526.690041,250,1900.957182
3953395.03013,250,1905.851392
3094017.005315,250,1910.739901
3999669.228924,250,1915.55232
2410932.684885,250,1920.417561
3162164.850244,250,1925.220444
3049049.80291,250,1930.026688
3875776.264931,250,1934.767673
2183370.731723,250,1939.532523
1892065.064983,250,1944.447256
3792002.617212,250,1949.286147
2133901.473504,250,1954.167736
3101165.199528,250,1959.012742
3318907.587109,250,1963.86432
3517609.753638,250,1968.822862
1837442.696033,250,1973.714446
3064722.70654,250,1978.547338
3356728.828549,250,1983.542545
3305701.087663,250,1988.508199
5703665.455896,39,1989.305641
3274296.437654,250,1994.241643
2945887.880118,250,1999.162758
2703232.289193,250,2004.1752
2957111.628217,250,2009.153175
4100269.253216,250,2100.988414
3569808.476501,250,2105.677181
2863300.52186,250,2110.504895
3255811.90624,250,2115.259595
4141200.712528,250,2120.077558
2666417.520551,250,2124.91808
1998554.46903,250,2129.723465
4516327.20392,250,2134.504926
3715438.722472,250,2139.220208
3712527.639901,250,2143.827648
3601540.364078,250,2148.595864
2049154.694002,250,2153.387105
1773407.045512,250,2158.226124
1941764.879702,250,2162.96086
2739415.6511,250,2167.769923
3539622.459752,250,2172.54612
3412543.324696,250,2177.299815
2604220.099517,250,2182.142427
3702693.047755,250,2186.941739
3348138.800192,250,2191.733905
2414467.450928,250,2196.540896
1934371.845949,250,2201.376422
3125946.661961,250,2206.101638
3404614.536179,250,2211.044315
7599223.65776,154,2214.048956
3824111.447381,250,2218.959956
3845383.910371,250,2223.938901
3977039.301331,250,2228.933481
3072181.315577,250,2233.852549
3828359.614477,250,2238.824051
5973726.589144,74,2240.284114
3575905.470043,250,2245.250366
6116363.200433,67,2246.554166
3752665.25236,250,2251.480633
1590123.054608,250,2256.430731
2538605.268457,250,2261.346311
2426800.691175,250,2266.235534
2666334.449889,250,2271.179948
3579741.495494,250,2276.129052
1894699.918927,250,2281.088324
3899193.813353,250,2286.005376
3122840.177248,250,2290.956102
2776661.678006,250,2295.809657
2729883.000958,250,2300.669912
2981090.35163,250,2305.591344
1748944.457889,250,2310.481538
3043813.989842,250,2315.453917
1814936.791441,250,2320.430795
2759474.386379,250,2325.405455
2577840.367774,250,2330.324867
3411406.399982,250,2335.341516
3788438.485518,250,2340.173121
2606682.469186,250,2344.959633
