#{"t_start": 1762506508.7706563, "env_id": "PulleyEnv-v0"}
r,l,t
-108821.26589,18,1.295435
-90406.906978,30,1.465617
-91105.838659,40,1.690922
-89331.78229,43,1.935678
-101380.209223,7,1.972968
-106332.18278,31,2.135721
-112086.079629,20,2.239413
-93284.325474,40,2.454181
-100745.767718,10,2.508773
-60651.426213,95,3.025823
-126877.435335,114,3.627476
-128884.543849,14,3.702575
-97452.158306,23,3.825302
-124148.555496,19,3.932809
-94866.122602,56,4.228808
-92543.702481,23,4.352198
-92444.843559,48,4.611752
-82866.565544,38,4.811709
-98632.171673,19,4.919488
-110789.570052,63,5.261126
-103828.005142,23,5.39611
-91891.724818,45,5.63013
-97171.643082,38,5.873565
-99675.845742,13,5.942299
-102063.862573,26,6.080841
-62389.927141,82,6.517527
-96625.641033,28,6.995229
-101934.671877,21,7.353635
-99660.005771,18,7.658787
-87360.898243,94,9.335083
-104784.153027,119,11.363645
-107377.172581,17,11.6592
-132373.633039,38,12.288104
-84520.667192,43,13.041189
-130180.530713,54,13.995515
-103746.82355,34,14.585924
-63037.35302,83,16.081979
-111541.055234,119,18.143176
-112076.168561,52,19.026018
-120514.430261,43,19.757925
156554.752795,250,23.836678
67879.340007,250,28.268795
79310.950737,250,32.669364
120131.827272,250,37.136343
144277.011537,250,41.376609
145084.189414,250,45.616568
108271.308644,250,50.134536
63938.914299,250,54.61268
177142.960955,250,59.35363
139831.163997,250,64.146666
157754.073578,250,68.615479
103542.476402,250,73.19012
98531.249388,250,77.686077
64624.135831,250,82.336263
145666.466488,250,87.090672
166113.705787,250,91.74644
186601.711235,250,96.486328
101162.748665,250,101.180114
397897.712313,250,105.7237
99359.78159,250,110.294721
172972.705945,250,115.007272
199285.756343,250,119.418284
257563.416278,250,123.776629
266361.881039,250,128.441266
436637.81401,250,132.798988
557545.364784,250,137.226715
98704.806291,250,141.629983
410131.098427,250,146.37525
303449.940897,250,151.0853
562690.466293,250,155.932068
327850.821586,250,160.830939
108720.298836,250,165.647281
