row_id,m1_pwm,m2_pwm,m3_pwm,enc1_deg,enc2_deg
15594,0.000,0.000,0.000,-8.262,-29.092
15595,0.000,0.000,0.000,-8.262,-29.092
15596,0.000,0.000,0.000,-8.262,-29.092
15597,0.000,0.000,0.000,-8.262,-29.092
15598,0.000,0.000,0.000,-8.262,-29.092
15599,0.000,0.000,0.000,-8.262,-29.092
15600,0.000,0.000,0.000,-8.262,-29.092
15601,0.000,0.000,0.000,-8.262,-29.092
15602,0.000,0.000,0.000,-8.262,-29.092
15603,0.000,0.000,0.000,-8.262,-29.092
15604,0.000,0.000,0.000,-8.262,-29.092
15605,0.000,0.000,0.000,-8.262,-29.092
15606,0.000,0.000,0.000,-8.262,-29.092
15607,0.000,0.000,0.000,-8.262,-29.092
15608,0.000,0.000,0.000,-8.262,-29.092
15609,0.000,0.000,0.000,-8.262,-29.092
15610,0.000,0.000,0.000,-8.262,-29.092
15611,0.000,0.000,0.000,-8.262,-29.092
15612,0.000,0.000,0.000,-8.262,-29.092
15613,0.000,0.000,0.000,-8.262,-29.092
15614,0.000,0.000,0.000,-8.262,-29.092
15615,0.000,0.000,0.000,-8.262,-29.092
15616,0.000,0.000,0.000,-8.262,-29.092
15617,0.000,0.000,0.000,-8.262,-29.092
15618,0.000,0.000,0.000,-8.262,-29.092
15619,0.000,0.000,0.000,-8.262,-29.092
15620,0.000,0.000,0.000,-8.262,-29.092
15621,0.000,0.000,0.000,-8.262,-29.092
15622,0.000,0.000,0.000,-8.262,-29.092
15623,0.000,0.000,0.000,-8.262,-29.092
15624,0.000,0.000,0.000,-8.262,-29.092
15625,0.000,0.000,0.000,-8.262,-29.092
15626,0.000,0.000,0.000,-8.262,-29.092
15627,0.000,0.000,0.000,-8.262,-29.092
15628,0.000,0.000,0.000,-8.262,-29.092
15629,0.000,0.000,0.000,-8.262,-29.092
15630,0.000,0.000,0.000,-8.262,-29.092
15631,0.000,0.000,0.000,-8.262,-29.092
15632,0.000,0.000,0.000,-8.262,-29.092
15633,0.000,0.000,0.000,-8.262,-29.092
15634,0.000,0.000,0.000,-8.262,-29.092
15635,0.000,0.000,0.000,-8.262,-29.092
15636,0.000,0.000,0.000,-8.262,-29.092
15637,0.000,0.000,0.000,-8.262,-29.092
15638,0.000,0.000,0.000,-8.262,-29.092
15639,0.000,0.000,0.000,-8.262,-29.092
15640,0.000,0.000,0.000,-8.262,-29.092
15641,0.000,0.000,0.000,-8.262,-29.092
15642,0.000,0.000,0.000,-8.262,-29.092
15643,0.000,0.000,0.000,-8.262,-29.092
15644,0.000,0.000,0.000,-8.262,-29.092
15645,0.000,0.000,0.000,-8.262,-29.092
15646,0.000,0.000,0.000,-8.262,-29.092
15647,0.000,0.000,0.000,-8.262,-29.092
15648,0.000,0.000,0.000,-8.262,-29.092
15649,0.000,0.000,0.000,-8.262,-29.092
15650,0.000,0.000,0.000,-8.262,-29.092
15651,0.000,0.000,0.000,-8.262,-29.092
15652,0.000,0.000,0.000,-8.262,-29.092
