row_id,m1_pwm,m2_pwm,m3_pwm,enc1_deg,enc2_deg
59555,0.000,0.000,0.000,-1.670,-23.555
59556,0.000,0.000,0.000,-1.670,-23.555
59557,0.000,0.000,0.000,-1.670,-23.555
59558,0.000,0.000,0.000,-1.670,-23.555
59559,0.000,0.000,0.000,-1.670,-23.555
59560,0.000,0.000,0.000,-1.670,-23.555
59561,0.000,0.000,0.000,-1.670,-23.555
59562,0.000,0.000,0.000,-1.670,-23.555
59563,0.000,0.000,0.000,-1.670,-23.555
59564,0.000,0.000,0.000,-1.670,-23.555
59565,0.000,0.000,0.000,-1.670,-23.555
59566,0.000,0.000,0.000,-1.670,-23.555
59567,0.000,0.000,0.000,-1.670,-23.555
59568,0.000,0.000,0.000,-1.670,-23.555
59569,0.000,0.000,0.000,-1.670,-23.555
59570,0.000,0.000,0.000,-1.670,-23.555
59571,0.000,0.000,0.000,-1.670,-23.555
59572,0.000,0.000,0.000,-1.670,-23.555
59573,0.000,0.000,0.000,-1.670,-23.555
59574,0.000,0.000,0.000,-1.670,-23.555
59575,0.000,0.000,0.000,-1.670,-23.555
59576,0.000,0.000,0.000,-1.670,-23.555
59577,0.000,0.000,0.000,-1.670,-23.555
59578,0.000,0.000,0.000,-1.670,-23.555
59579,0.000,0.000,0.000,-1.670,-23.555
59580,0.000,0.000,0.000,-1.670,-23.555
59581,0.000,0.000,0.000,-1.670,-23.555
59582,0.000,0.000,0.000,-1.670,-23.555
59583,0.000,0.000,0.000,-1.670,-23.555
59584,0.000,0.000,0.000,-1.670,-23.555
59585,0.000,0.000,0.000,-1.670,-23.555
59586,0.000,0.000,0.000,-1.670,-23.555
59587,0.000,0.000,0.000,-1.670,-23.555
59588,0.000,0.000,0.000,-1.670,-23.555
59589,0.000,0.000,0.000,-1.670,-23.555
59590,0.000,0.000,0.000,-1.670,-23.555
59591,0.000,0.000,0.000,-1.670,-23.555
59592,0.000,0.000,0.000,-1.670,-23.555
59593,0.000,0.000,0.000,-1.670,-23.555
59594,0.000,0.000,0.000,-1.670,-23.555
59595,0.000,0.000,0.000,-1.670,-23.555
59596,0.000,0.000,0.000,-1.670,-23.555
59597,0.000,0.000,0.000,-1.670,-23.555
59598,0.000,0.000,0.000,-1.670,-23.555
59599,0.000,0.000,0.000,-1.670,-23.555
59600,0.000,0.000,0.000,-1.670,-23.555
59601,0.000,0.000,0.000,-1.670,-23.555
59602,0.000,0.000,0.000,-1.670,-23.555
59603,0.000,0.000,0.000,-1.670,-23.555
59604,0.000,0.000,0.000,-1.670,-23.555
59605,0.000,0.000,0.000,-1.670,-23.555
59606,0.000,0.000,0.000,-1.670,-23.555
59607,0.000,0.000,0.000,-1.670,-23.555
59608,0.000,0.000,0.000,-1.670,-23.555
59609,0.000,0.000,0.000,-1.670,-23.555
59610,0.000,0.000,0.000,-1.670,-23.555
59611,0.000,0.000,0.000,-1.670,-23.555
59612,0.000,0.000,0.000,-1.670,-23.555
59613,0.000,0.000,0.000,-1.670,-23.555
59614,0.000,0.000,0.000,-1.670,-23.555
59615,0.000,0.000,0.000,-1.670,-23.555
59616,0.000,0.000,0.000,-1.670,-23.555
59617,0.000,0.000,0.000,-1.670,-23.555
59618,0.000,0.000,0.000,-1.670,-23.555
59619,0.000,0.000,0.000,-1.670,-23.555
59620,0.000,0.000,0.000,-1.670,-23.555
59621,0.000,0.000,0.000,-1.670,-23.555
59622,0.000,0.000,0.000,-1.670,-23.555
59623,0.000,0.000,0.000,-1.670,-23.555
59624,0.000,0.000,0.000,-1.670,-23.555
59625,0.000,0.000,0.000,-1.670,-23.555
59626,0.000,0.000,0.000,-1.670,-23.555
59627,0.000,0.000,0.000,-1.670,-23.555
59628,0.000,0.000,0.000,-1.670,-23.555
59629,0.000,0.000,0.000,-1.670,-23.555
59630,0.000,0.000,0.000,-1.670,-23.555
